Month,Type,Value,Year,Unit,Month_num
June,"West, Westfjords from 2007",28.9,2020,Occupancy rate of beds,6
July,Total,46.2,2020,Occupancy rate of rooms,7
July,East,73.3,2020,Occupancy rate of rooms,7
July,Capital region,32.8,2020,Occupancy rate of rooms,7
July,North,74.6,2020,Occupancy rate of rooms,7
July,South,48.9,2020,Occupancy rate of rooms,7
July,Southwest,30.1,2020,Occupancy rate of rooms,7
July,"West, Westfjords from 2007",54.2,2020,Occupancy rate of rooms,7
July,Total,39.5,2020,Occupancy rate of beds,7
July,East,68.4,2020,Occupancy rate of beds,7
July,Capital region,26.9,2020,Occupancy rate of beds,7
July,North,67.4,2020,Occupancy rate of beds,7
July,South,41.5,2020,Occupancy rate of beds,7
July,Southwest,24.3,2020,Occupancy rate of beds,7
July,"West, Westfjords from 2007",47.8,2020,Occupancy rate of beds,7
August,Total,35.1,2020,Occupancy rate of rooms,8
August,East,57.9,2020,Occupancy rate of rooms,8
August,Capital region,26.7,2020,Occupancy rate of rooms,8
August,North,58.7,2020,Occupancy rate of rooms,8
August,South,33.6,2020,Occupancy rate of rooms,8
August,Southwest,23.7,2020,Occupancy rate of rooms,8
August,"West, Westfjords from 2007",43.3,2020,Occupancy rate of rooms,8
August,Total,29.9,2020,Occupancy rate of beds,8
August,East,52.9,2020,Occupancy rate of beds,8
August,Capital region,21.7,2020,Occupancy rate of beds,8
August,North,52.6,2020,Occupancy rate of beds,8
August,South,28.4,2020,Occupancy rate of beds,8
August,Southwest,21.7,2020,Occupancy rate of beds,8
August,"West, Westfjords from 2007",38.1,2020,Occupancy rate of beds,8
September,Total,15.6,2020,Occupancy rate of rooms,9
September,East,18.6,2020,Occupancy rate of rooms,9
September,Capital region,13.0,2020,Occupancy rate of rooms,9
September,North,20.6,2020,Occupancy rate of rooms,9
September,South,13.4,2020,Occupancy rate of rooms,9
September,Southwest,25.7,2020,Occupancy rate of rooms,9
September,"West, Westfjords from 2007",16.2,2020,Occupancy rate of rooms,9
September,Total,12.0,2020,Occupancy rate of beds,9
September,East,13.7,2020,Occupancy rate of beds,9
September,Capital region,9.6,2020,Occupancy rate of beds,9
September,North,17.7,2020,Occupancy rate of beds,9
September,South,10.7,2020,Occupancy rate of beds,9
September,Southwest,15.4,2020,Occupancy rate of beds,9
September,"West, Westfjords from 2007",14.2,2020,Occupancy rate of beds,9
October,Total,10.2,2020,Occupancy rate of rooms,10
October,East,12.9,2020,Occupancy rate of rooms,10
October,Capital region,9.2,2020,Occupancy rate of rooms,10
October,North,11.5,2020,Occupancy rate of rooms,10
October,South,7.1,2020,Occupancy rate of rooms,10
October,Southwest,19.1,2020,Occupancy rate of rooms,10
October,"West, Westfjords from 2007",10.0,2020,Occupancy rate of rooms,10
October,Total,7.4,2020,Occupancy rate of beds,10
October,East,8.3,2020,Occupancy rate of beds,10
October,Capital region,6.4,2020,Occupancy rate of beds,10
October,North,9.7,2020,Occupancy rate of beds,10
October,South,5.7,2020,Occupancy rate of beds,10
October,Southwest,11.8,2020,Occupancy rate of beds,10
October,"West, Westfjords from 2007",8.3,2020,Occupancy rate of beds,10
November,Total,7.5,2020,Occupancy rate of rooms,11
November,East,8.3,2020,Occupancy rate of rooms,11
November,Capital region,7.7,2020,Occupancy rate of rooms,11
November,North,4.9,2020,Occupancy rate of rooms,11
November,South,6.1,2020,Occupancy rate of rooms,11
November,Southwest,15.5,2020,Occupancy rate of rooms,11
November,"West, Westfjords from 2007",4.3,2020,Occupancy rate of rooms,11
November,Total,5.3,2020,Occupancy rate of beds,11
November,East,5.6,2020,Occupancy rate of beds,11
November,Capital region,5.4,2020,Occupancy rate of beds,11
November,North,3.9,2020,Occupancy rate of beds,11
November,South,4.7,2020,Occupancy rate of beds,11
November,Southwest,9.1,2020,Occupancy rate of beds,11
November,"West, Westfjords from 2007",3.5,2020,Occupancy rate of beds,11
December,Total,6.3,2020,Occupancy rate of rooms,12
December,East,6.9,2020,Occupancy rate of rooms,12
December,Capital region,7.0,2020,Occupancy rate of rooms,12
December,North,5.6,2020,Occupancy rate of rooms,12
December,South,5.3,2020,Occupancy rate of rooms,12
December,Southwest,8.8,2020,Occupancy rate of rooms,12
December,"West, Westfjords from 2007",2.7,2020,Occupancy rate of rooms,12
December,Total,4.7,2020,Occupancy rate of beds,12
December,East,4.7,2020,Occupancy rate of beds,12
December,Capital region,5.4,2020,Occupancy rate of beds,12
December,North,4.9,2020,Occupancy rate of beds,12
December,South,4.3,2020,Occupancy rate of beds,12
December,Southwest,5.0,2020,Occupancy rate of beds,12
December,"West, Westfjords from 2007",2.3,2020,Occupancy rate of beds,12
January,Total,8.8,2021,Occupancy rate of rooms,1
January,East,4.8,2021,Occupancy rate of rooms,1
January,Capital region,8.5,2021,Occupancy rate of rooms,1
January,North,11.9,2021,Occupancy rate of rooms,1
January,South,7.5,2021,Occupancy rate of rooms,1
January,Southwest,13.2,2021,Occupancy rate of rooms,1
January,"West, Westfjords from 2007",5.3,2021,Occupancy rate of rooms,1
January,Total,7.0,2021,Occupancy rate of beds,1
January,East,3.1,2021,Occupancy rate of beds,1
January,Capital region,6.7,2021,Occupancy rate of beds,1
January,North,10.4,2021,Occupancy rate of beds,1
January,South,6.2,2021,Occupancy rate of beds,1
January,Southwest,9.1,2021,Occupancy rate of beds,1
January,"West, Westfjords from 2007",5.0,2021,Occupancy rate of beds,1
February,Total,12.1,2021,Occupancy rate of rooms,2
February,East,5.0,2021,Occupancy rate of rooms,2
February,Capital region,9.7,2021,Occupancy rate of rooms,2
February,North,26.8,2021,Occupancy rate of rooms,2
February,South,10.2,2021,Occupancy rate of rooms,2
February,Southwest,9.3,2021,Occupancy rate of rooms,2
February,"West, Westfjords from 2007",14.4,2021,Occupancy rate of rooms,2
February,Total,9.8,2021,Occupancy rate of beds,2
February,East,3.3,2021,Occupancy rate of beds,2
February,Capital region,7.7,2021,Occupancy rate of beds,2
February,North,23.4,2021,Occupancy rate of beds,2
February,South,8.7,2021,Occupancy rate of beds,2
February,Southwest,7.1,2021,Occupancy rate of beds,2
February,"West, Westfjords from 2007",10.0,2021,Occupancy rate of beds,2
March,Total,13.1,2021,Occupancy rate of rooms,3
March,East,5.8,2021,Occupancy rate of rooms,3
March,Capital region,13.2,2021,Occupancy rate of rooms,3
March,North,22.8,2021,Occupancy rate of rooms,3
March,South,10.3,2021,Occupancy rate of rooms,3
March,Southwest,10.2,2021,Occupancy rate of rooms,3
March,"West, Westfjords from 2007",12.8,2021,Occupancy rate of rooms,3
March,Total,10.5,2021,Occupancy rate of beds,3
March,East,4.7,2021,Occupancy rate of beds,3
March,Capital region,10.0,2021,Occupancy rate of beds,3
March,North,20.9,2021,Occupancy rate of beds,3
March,South,8.2,2021,Occupancy rate of beds,3
March,Southwest,7.2,2021,Occupancy rate of beds,3
March,"West, Westfjords from 2007",10.7,2021,Occupancy rate of beds,3
April,Total,13.1,2021,Occupancy rate of rooms,4
April,East,4.7,2021,Occupancy rate of rooms,4
April,Capital region,13.1,2021,Occupancy rate of rooms,4
April,North,15.4,2021,Occupancy rate of rooms,4
April,South,11.6,2021,Occupancy rate of rooms,4
April,Southwest,18.8,2021,Occupancy rate of rooms,4
April,"West, Westfjords from 2007",10.7,2021,Occupancy rate of rooms,4
April,Total,10.3,2021,Occupancy rate of beds,4
April,East,3.5,2021,Occupancy rate of beds,4
April,Capital region,9.9,2021,Occupancy rate of beds,4
April,North,13.8,2021,Occupancy rate of beds,4
April,South,9.6,2021,Occupancy rate of beds,4
April,Southwest,13.1,2021,Occupancy rate of beds,4
April,"West, Westfjords from 2007",9.6,2021,Occupancy rate of beds,4
May,Total,24.3,2021,Occupancy rate of rooms,5
May,East,15.2,2021,Occupancy rate of rooms,5
May,Capital region,27.6,2021,Occupancy rate of rooms,5
May,North,25.6,2021,Occupancy rate of rooms,5
May,South,22.5,2021,Occupancy rate of rooms,5
May,Southwest,17.7,2021,Occupancy rate of rooms,5
May,"West, Westfjords from 2007",24.5,2021,Occupancy rate of rooms,5
May,Total,19.8,2021,Occupancy rate of beds,5
May,East,13.2,2021,Occupancy rate of beds,5
May,Capital region,21.8,2021,Occupancy rate of beds,5
May,North,21.6,2021,Occupancy rate of beds,5
May,South,18.7,2021,Occupancy rate of beds,5
May,Southwest,13.2,2021,Occupancy rate of beds,5
May,"West, Westfjords from 2007",21.4,2021,Occupancy rate of beds,5
June,Total,39.1,2021,Occupancy rate of rooms,6
June,East,27.2,2021,Occupancy rate of rooms,6
June,Capital region,42.7,2021,Occupancy rate of rooms,6
June,North,44.0,2021,Occupancy rate of rooms,6
June,South,33.4,2021,Occupancy rate of rooms,6
June,Southwest,35.7,2021,Occupancy rate of rooms,6
June,"West, Westfjords from 2007",41.9,2021,Occupancy rate of rooms,6
June,Total,32.0,2021,Occupancy rate of beds,6
June,East,24.5,2021,Occupancy rate of beds,6
June,Capital region,33.2,2021,Occupancy rate of beds,6
June,North,38.9,2021,Occupancy rate of beds,6
June,South,28.5,2021,Occupancy rate of beds,6
June,Southwest,29.0,2021,Occupancy rate of beds,6
June,"West, Westfjords from 2007",33.9,2021,Occupancy rate of beds,6
July,Total,68.9,2021,Occupancy rate of rooms,7
July,East,80.9,2021,Occupancy rate of rooms,7
July,Capital region,66.5,2021,Occupancy rate of rooms,7
July,North,77.8,2021,Occupancy rate of rooms,7
July,South,68.1,2021,Occupancy rate of rooms,7
July,Southwest,64.3,2021,Occupancy rate of rooms,7
July,"West, Westfjords from 2007",69.1,2021,Occupancy rate of rooms,7
July,Total,56.8,2021,Occupancy rate of beds,7
July,East,73.9,2021,Occupancy rate of beds,7
July,Capital region,54.1,2021,Occupancy rate of beds,7
July,North,70.4,2021,Occupancy rate of beds,7
July,South,55.8,2021,Occupancy rate of beds,7
July,Southwest,52.6,2021,Occupancy rate of beds,7
July,"West, Westfjords from 2007",50.8,2021,Occupancy rate of beds,7
August,Total,75.3,2021,Occupancy rate of rooms,8
August,East,82.4,2021,Occupancy rate of rooms,8
August,Capital region,75.8,2021,Occupancy rate of rooms,8
August,North,79.4,2021,Occupancy rate of rooms,8
August,South,76.1,2021,Occupancy rate of rooms,8
August,Southwest,72.2,2021,Occupancy rate of rooms,8
August,"West, Westfjords from 2007",65.6,2021,Occupancy rate of rooms,8
August,Total,63.7,2021,Occupancy rate of beds,8
August,East,75.2,2021,Occupancy rate of beds,8
August,Capital region,64.0,2021,Occupancy rate of beds,8
August,North,69.4,2021,Occupancy rate of beds,8
August,South,63.0,2021,Occupancy rate of beds,8
August,Southwest,62.6,2021,Occupancy rate of beds,8
August,"West, Westfjords from 2007",53.4,2021,Occupancy rate of beds,8
September,Total,63.4,2021,Occupancy rate of rooms,9
September,East,64.7,2021,Occupancy rate of rooms,9
September,Capital region,63.3,2021,Occupancy rate of rooms,9
September,North,66.9,2021,Occupancy rate of rooms,9
September,South,64.2,2021,Occupancy rate of rooms,9
September,Southwest,65.1,2021,Occupancy rate of rooms,9
September,"West, Westfjords from 2007",54.8,2021,Occupancy rate of rooms,9
September,Total,51.8,2021,Occupancy rate of beds,9
September,East,57.7,2021,Occupancy rate of beds,9
September,Capital region,51.6,2021,Occupancy rate of beds,9
September,North,54.6,2021,Occupancy rate of beds,9
September,South,52.0,2021,Occupancy rate of beds,9
September,Southwest,54.0,2021,Occupancy rate of beds,9
September,"West, Westfjords from 2007",44.3,2021,Occupancy rate of beds,9
October,Total,61.7,2021,Occupancy rate of rooms,10
October,East,37.1,2021,Occupancy rate of rooms,10
October,Capital region,71.9,2021,Occupancy rate of rooms,10
October,North,46.1,2021,Occupancy rate of rooms,10
October,South,57.3,2021,Occupancy rate of rooms,10
October,Southwest,66.4,2021,Occupancy rate of rooms,10
October,"West, Westfjords from 2007",40.4,2021,Occupancy rate of rooms,10
October,Total,49.2,2021,Occupancy rate of beds,10
October,East,31.3,2021,Occupancy rate of beds,10
October,Capital region,57.3,2021,Occupancy rate of beds,10
October,North,36.3,2021,Occupancy rate of beds,10
October,South,46.1,2021,Occupancy rate of beds,10
October,Southwest,51.7,2021,Occupancy rate of beds,10
October,"West, Westfjords from 2007",34.1,2021,Occupancy rate of beds,10
November,Total,44.1,2021,Occupancy rate of rooms,11
November,East,15.1,2021,Occupancy rate of rooms,11
November,Capital region,58.2,2021,Occupancy rate of rooms,11
November,North,22.9,2021,Occupancy rate of rooms,11
November,South,38.3,2021,Occupancy rate of rooms,11
November,Southwest,40.3,2021,Occupancy rate of rooms,11
November,"West, Westfjords from 2007",20.6,2021,Occupancy rate of rooms,11
November,Total,35.4,2021,Occupancy rate of beds,11
November,East,12.2,2021,Occupancy rate of beds,11
November,Capital region,48.0,2021,Occupancy rate of beds,11
November,North,18.8,2021,Occupancy rate of beds,11
November,South,29.6,2021,Occupancy rate of beds,11
November,Southwest,31.3,2021,Occupancy rate of beds,11
November,"West, Westfjords from 2007",15.9,2021,Occupancy rate of beds,11
December,Total,34.5,2021,Occupancy rate of rooms,12
December,East,7.5,2021,Occupancy rate of rooms,12
December,Capital region,46.3,2021,Occupancy rate of rooms,12
December,North,14.4,2021,Occupancy rate of rooms,12
December,South,27.6,2021,Occupancy rate of rooms,12
December,Southwest,40.0,2021,Occupancy rate of rooms,12
December,"West, Westfjords from 2007",11.1,2021,Occupancy rate of rooms,12
December,Total,28.3,2021,Occupancy rate of beds,12
December,East,6.2,2021,Occupancy rate of beds,12
December,Capital region,39.5,2021,Occupancy rate of beds,12
December,North,12.0,2021,Occupancy rate of beds,12
December,South,22.0,2021,Occupancy rate of beds,12
December,Southwest,29.8,2021,Occupancy rate of beds,12
December,"West, Westfjords from 2007",7.6,2021,Occupancy rate of beds,12
January,Total,28.1,2022,Occupancy rate of rooms,1
January,East,10.9,2022,Occupancy rate of rooms,1
January,Capital region,36.5,2022,Occupancy rate of rooms,1
January,North,12.6,2022,Occupancy rate of rooms,1
January,South,21.7,2022,Occupancy rate of rooms,1
January,Southwest,31.9,2022,Occupancy rate of rooms,1
January,"West, Westfjords from 2007",8.7,2022,Occupancy rate of rooms,1
January,Total,22.9,2022,Occupancy rate of beds,1
January,East,7.4,2022,Occupancy rate of beds,1
January,Capital region,30.8,2022,Occupancy rate of beds,1
January,North,10.3,2022,Occupancy rate of beds,1
January,South,17.1,2022,Occupancy rate of beds,1
January,Southwest,25.5,2022,Occupancy rate of beds,1
January,"West, Westfjords from 2007",6.8,2022,Occupancy rate of beds,1
February,Total,50.2,2022,Occupancy rate of rooms,2
February,East,17.0,2022,Occupancy rate of rooms,2
February,Capital region,66.9,2022,Occupancy rate of rooms,2
February,North,30.8,2022,Occupancy rate of rooms,2
February,South,42.2,2022,Occupancy rate of rooms,2
February,Southwest,51.6,2022,Occupancy rate of rooms,2
February,"West, Westfjords from 2007",17.1,2022,Occupancy rate of rooms,2
February,Total,41.4,2022,Occupancy rate of beds,2
February,East,13.6,2022,Occupancy rate of beds,2
February,Capital region,57.8,2022,Occupancy rate of beds,2
February,North,25.8,2022,Occupancy rate of beds,2
February,South,32.3,2022,Occupancy rate of beds,2
February,Southwest,40.1,2022,Occupancy rate of beds,2
February,"West, Westfjords from 2007",13.7,2022,Occupancy rate of beds,2
March,Total,54.3,2022,Occupancy rate of rooms,3
March,East,40.7,2022,Occupancy rate of rooms,3
March,Capital region,67.8,2022,Occupancy rate of rooms,3
March,North,37.8,2022,Occupancy rate of rooms,3
March,South,50.7,2022,Occupancy rate of rooms,3
March,Southwest,46.0,2022,Occupancy rate of rooms,3
March,"West, Westfjords from 2007",25.2,2022,Occupancy rate of rooms,3
March,Total,44.1,2022,Occupancy rate of beds,3
March,East,29.9,2022,Occupancy rate of beds,3
March,Capital region,57.1,2022,Occupancy rate of beds,3
March,North,30.6,2022,Occupancy rate of beds,3
March,South,39.7,2022,Occupancy rate of beds,3
March,Southwest,35.9,2022,Occupancy rate of beds,3
March,"West, Westfjords from 2007",19.6,2022,Occupancy rate of beds,3
April,Total,49.8,2022,Occupancy rate of rooms,4
April,East,28.7,2022,Occupancy rate of rooms,4
April,Capital region,58.7,2022,Occupancy rate of rooms,4
April,North,44.6,2022,Occupancy rate of rooms,4
April,South,44.6,2022,Occupancy rate of rooms,4
April,Southwest,47.6,2022,Occupancy rate of rooms,4
April,"West, Westfjords from 2007",30.7,2022,Occupancy rate of rooms,4
April,Total,41.2,2022,Occupancy rate of beds,4
April,East,24.1,2022,Occupancy rate of beds,4
April,Capital region,49.0,2022,Occupancy rate of beds,4
April,North,37.8,2022,Occupancy rate of beds,4
April,South,36.4,2022,Occupancy rate of beds,4
April,Southwest,39.7,2022,Occupancy rate of beds,4
April,"West, Westfjords from 2007",25.1,2022,Occupancy rate of beds,4
May,Total,53.3,2022,Occupancy rate of rooms,5
May,East,45.0,2022,Occupancy rate of rooms,5
May,Capital region,62.5,2022,Occupancy rate of rooms,5
May,North,47.8,2022,Occupancy rate of rooms,5
May,South,46.8,2022,Occupancy rate of rooms,5
May,Southwest,37.4,2022,Occupancy rate of rooms,5
May,"West, Westfjords from 2007",45.7,2022,Occupancy rate of rooms,5
May,Total,42.7,2022,Occupancy rate of beds,5
May,East,38.7,2022,Occupancy rate of beds,5
May,Capital region,50.7,2022,Occupancy rate of beds,5
May,North,38.4,2022,Occupancy rate of beds,5
May,South,37.0,2022,Occupancy rate of beds,5
May,Southwest,29.8,2022,Occupancy rate of beds,5
May,"West, Westfjords from 2007",36.3,2022,Occupancy rate of beds,5
June,Total,78.6,2022,Occupancy rate of rooms,6
June,East,81.9,2022,Occupancy rate of rooms,6
June,Capital region,82.3,2022,Occupancy rate of rooms,6
June,North,75.7,2022,Occupancy rate of rooms,6
June,South,78.1,2022,Occupancy rate of rooms,6
June,Southwest,68.7,2022,Occupancy rate of rooms,6
June,"West, Westfjords from 2007",71.0,2022,Occupancy rate of rooms,6
June,Total,66.0,2022,Occupancy rate of beds,6
June,East,72.5,2022,Occupancy rate of beds,6
June,Capital region,69.5,2022,Occupancy rate of beds,6
June,North,62.8,2022,Occupancy rate of beds,6
June,South,64.7,2022,Occupancy rate of beds,6
June,Southwest,61.2,2022,Occupancy rate of beds,6
June,"West, Westfjords from 2007",57.4,2022,Occupancy rate of beds,6
July,Total,88.6,2022,Occupancy rate of rooms,7
July,East,90.8,2022,Occupancy rate of rooms,7
July,Capital region,90.7,2022,Occupancy rate of rooms,7
July,North,85.2,2022,Occupancy rate of rooms,7
July,South,91.0,2022,Occupancy rate of rooms,7
July,Southwest,78.9,2022,Occupancy rate of rooms,7
July,"West, Westfjords from 2007",84.4,2022,Occupancy rate of rooms,7
July,Total,76.5,2022,Occupancy rate of beds,7
July,East,82.5,2022,Occupancy rate of beds,7
July,Capital region,78.3,2022,Occupancy rate of beds,7
July,North,73.3,2022,Occupancy rate of beds,7
July,South,77.9,2022,Occupancy rate of beds,7
July,Southwest,71.4,2022,Occupancy rate of beds,7
July,"West, Westfjords from 2007",70.4,2022,Occupancy rate of beds,7
August,Total,88.6,2022,Occupancy rate of rooms,8
August,East,93.6,2022,Occupancy rate of rooms,8
August,Capital region,90.3,2022,Occupancy rate of rooms,8
August,North,82.7,2022,Occupancy rate of rooms,8
August,South,92.5,2022,Occupancy rate of rooms,8
August,Southwest,81.1,2022,Occupancy rate of rooms,8
August,"West, Westfjords from 2007",82.3,2022,Occupancy rate of rooms,8
August,Total,76.2,2022,Occupancy rate of beds,8
August,East,88.1,2022,Occupancy rate of beds,8
August,Capital region,77.6,2022,Occupancy rate of beds,8
August,North,70.8,2022,Occupancy rate of beds,8
August,South,77.9,2022,Occupancy rate of beds,8
August,Southwest,74.5,2022,Occupancy rate of beds,8
August,"West, Westfjords from 2007",68.6,2022,Occupancy rate of beds,8
September,Total,78.3,2022,Occupancy rate of rooms,9
September,East,79.7,2022,Occupancy rate of rooms,9
September,Capital region,81.8,2022,Occupancy rate of rooms,9
September,North,70.6,2022,Occupancy rate of rooms,9
September,South,81.9,2022,Occupancy rate of rooms,9
September,Southwest,71.4,2022,Occupancy rate of rooms,9
September,"West, Westfjords from 2007",65.9,2022,Occupancy rate of rooms,9
September,Total,64.5,2022,Occupancy rate of beds,9
September,East,71.0,2022,Occupancy rate of beds,9
September,Capital region,67.9,2022,Occupancy rate of beds,9
September,North,58.1,2022,Occupancy rate of beds,9
September,South,66.1,2022,Occupancy rate of beds,9
September,Southwest,60.0,2022,Occupancy rate of beds,9
September,"West, Westfjords from 2007",53.3,2022,Occupancy rate of beds,9
October,Total,73.0,2022,Occupancy rate of rooms,10
October,East,44.0,2022,Occupancy rate of rooms,10
October,Capital region,84.3,2022,Occupancy rate of rooms,10
October,North,44.8,2022,Occupancy rate of rooms,10
October,South,76.4,2022,Occupancy rate of rooms,10
October,Southwest,68.0,2022,Occupancy rate of rooms,10
October,"West, Westfjords from 2007",54.3,2022,Occupancy rate of rooms,10
October,Total,60.8,2022,Occupancy rate of beds,10
October,East,38.8,2022,Occupancy rate of beds,10
October,Capital region,71.2,2022,Occupancy rate of beds,10
October,North,36.1,2022,Occupancy rate of beds,10
October,South,62.4,2022,Occupancy rate of beds,10
October,Southwest,58.0,2022,Occupancy rate of beds,10
October,"West, Westfjords from 2007",42.8,2022,Occupancy rate of beds,10
November,Total,57.9,2022,Occupancy rate of rooms,11
November,East,21.1,2022,Occupancy rate of rooms,11
November,Capital region,76.3,2022,Occupancy rate of rooms,11
November,North,24.3,2022,Occupancy rate of rooms,11
November,South,53.9,2022,Occupancy rate of rooms,11
November,Southwest,47.3,2022,Occupancy rate of rooms,11
November,"West, Westfjords from 2007",31.4,2022,Occupancy rate of rooms,11
November,Total,47.6,2022,Occupancy rate of beds,11
November,East,17.6,2022,Occupancy rate of beds,11
November,Capital region,64.4,2022,Occupancy rate of beds,11
November,North,19.3,2022,Occupancy rate of beds,11
November,South,43.3,2022,Occupancy rate of beds,11
November,Southwest,37.8,2022,Occupancy rate of beds,11
November,"West, Westfjords from 2007",24.3,2022,Occupancy rate of beds,11
December,Total,50.0,2022,Occupancy rate of rooms,12
December,East,11.7,2022,Occupancy rate of rooms,12
December,Capital region,70.8,2022,Occupancy rate of rooms,12
December,North,12.3,2022,Occupancy rate of rooms,12
December,South,39.6,2022,Occupancy rate of rooms,12
December,Southwest,47.9,2022,Occupancy rate of rooms,12
December,"West, Westfjords from 2007",15.5,2022,Occupancy rate of rooms,12
December,Total,41.9,2022,Occupancy rate of beds,12
December,East,9.4,2022,Occupancy rate of beds,12
December,Capital region,61.4,2022,Occupancy rate of beds,12
December,North,9.9,2022,Occupancy rate of beds,12
December,South,32.0,2022,Occupancy rate of beds,12
December,Southwest,39.3,2022,Occupancy rate of beds,12
December,"West, Westfjords from 2007",12.1,2022,Occupancy rate of beds,12
January,Total,51.5,2023,Occupancy rate of rooms,1
January,East,15.8,2023,Occupancy rate of rooms,1
January,Capital region,71.0,2023,Occupancy rate of rooms,1
January,North,16.9,2023,Occupancy rate of rooms,1
January,South,41.2,2023,Occupancy rate of rooms,1
January,Southwest,39.9,2023,Occupancy rate of rooms,1
January,"West, Westfjords from 2007",16.8,2023,Occupancy rate of rooms,1
January,Total,42.4,2023,Occupancy rate of beds,1
January,East,13.3,2023,Occupancy rate of beds,1
January,Capital region,60.9,2023,Occupancy rate of beds,1
January,North,12.1,2023,Occupancy rate of beds,1
January,South,32.4,2023,Occupancy rate of beds,1
January,Southwest,32.2,2023,Occupancy rate of beds,1
January,"West, Westfjords from 2007",13.1,2023,Occupancy rate of beds,1
February,Total,65.4,2023,Occupancy rate of rooms,2
February,East,25.1,2023,Occupancy rate of rooms,2
February,Capital region,79.9,2023,Occupancy rate of rooms,2
February,North,40.3,2023,Occupancy rate of rooms,2
February,South,65.5,2023,Occupancy rate of rooms,2
February,Southwest,57.6,2023,Occupancy rate of rooms,2
February,"West, Westfjords from 2007",32.2,2023,Occupancy rate of rooms,2
February,Total,54.4,2023,Occupancy rate of beds,2
February,East,21.4,2023,Occupancy rate of beds,2
February,Capital region,69.7,2023,Occupancy rate of beds,2
February,North,28.6,2023,Occupancy rate of beds,2
February,South,51.6,2023,Occupancy rate of beds,2
February,Southwest,49.4,2023,Occupancy rate of beds,2
February,"West, Westfjords from 2007",24.8,2023,Occupancy rate of beds,2
March,Total,65.0,2023,Occupancy rate of rooms,3
March,East,34.2,2023,Occupancy rate of rooms,3
March,Capital region,78.7,2023,Occupancy rate of rooms,3
March,North,35.9,2023,Occupancy rate of rooms,3
March,South,70.0,2023,Occupancy rate of rooms,3
March,Southwest,53.7,2023,Occupancy rate of rooms,3
March,"West, Westfjords from 2007",37.8,2023,Occupancy rate of rooms,3
March,Total,54.4,2023,Occupancy rate of beds,3
March,East,28.9,2023,Occupancy rate of beds,3
March,Capital region,66.8,2023,Occupancy rate of beds,3
March,North,28.7,2023,Occupancy rate of beds,3
March,South,56.9,2023,Occupancy rate of beds,3
March,Southwest,47.0,2023,Occupancy rate of beds,3
March,"West, Westfjords from 2007",31.6,2023,Occupancy rate of beds,3
April,Total,58.1,2023,Occupancy rate of rooms,4
April,East,37.7,2023,Occupancy rate of rooms,4
April,Capital region,66.1,2023,Occupancy rate of rooms,4
April,North,40.3,2023,Occupancy rate of rooms,4
April,South,60.5,2023,Occupancy rate of rooms,4
April,Southwest,60.9,2023,Occupancy rate of rooms,4
April,"West, Westfjords from 2007",34.0,2023,Occupancy rate of rooms,4
April,Total,48.9,2023,Occupancy rate of beds,4
April,East,33.5,2023,Occupancy rate of beds,4
April,Capital region,57.2,2023,Occupancy rate of beds,4
April,North,32.6,2023,Occupancy rate of beds,4
April,South,49.2,2023,Occupancy rate of beds,4
April,Southwest,51.1,2023,Occupancy rate of beds,4
April,"West, Westfjords from 2007",28.2,2023,Occupancy rate of beds,4
May,Total,65.8,2023,Occupancy rate of rooms,5
May,East,61.0,2023,Occupancy rate of rooms,5
May,Capital region,70.3,2023,Occupancy rate of rooms,5
May,North,55.8,2023,Occupancy rate of rooms,5
May,South,67.4,2023,Occupancy rate of rooms,5
May,Southwest,65.0,2023,Occupancy rate of rooms,5
May,"West, Westfjords from 2007",51.8,2023,Occupancy rate of rooms,5
May,Total,53.2,2023,Occupancy rate of beds,5
May,East,55.3,2023,Occupancy rate of beds,5
May,Capital region,56.6,2023,Occupancy rate of beds,5
May,North,45.6,2023,Occupancy rate of beds,5
May,South,53.8,2023,Occupancy rate of beds,5
May,Southwest,55.5,2023,Occupancy rate of beds,5
May,"West, Westfjords from 2007",40.0,2023,Occupancy rate of beds,5
June,Total,79.0,2023,Occupancy rate of rooms,6
June,East,82.4,2023,Occupancy rate of rooms,6
June,Capital region,80.1,2023,Occupancy rate of rooms,6
June,North,73.4,2023,Occupancy rate of rooms,6
June,South,82.7,2023,Occupancy rate of rooms,6
June,Southwest,76.9,2023,Occupancy rate of rooms,6
June,"West, Westfjords from 2007",71.1,2023,Occupancy rate of rooms,6
June,Total,66.2,2023,Occupancy rate of beds,6
June,East,76.6,2023,Occupancy rate of beds,6
June,Capital region,67.5,2023,Occupancy rate of beds,6
June,North,62.1,2023,Occupancy rate of beds,6
June,South,68.6,2023,Occupancy rate of beds,6
June,Southwest,63.3,2023,Occupancy rate of beds,6
June,"West, Westfjords from 2007",57.7,2023,Occupancy rate of beds,6
July,Total,86.8,2023,Occupancy rate of rooms,7
July,East,91.1,2023,Occupancy rate of rooms,7
July,Capital region,87.6,2023,Occupancy rate of rooms,7
July,North,80.4,2023,Occupancy rate of rooms,7
July,South,90.7,2023,Occupancy rate of rooms,7
July,Southwest,85.1,2023,Occupancy rate of rooms,7
July,"West, Westfjords from 2007",80.7,2023,Occupancy rate of rooms,7
July,Total,75.3,2023,Occupancy rate of beds,7
July,East,83.3,2023,Occupancy rate of beds,7
July,Capital region,76.7,2023,Occupancy rate of beds,7
July,North,67.8,2023,Occupancy rate of beds,7
