Month,Type,Value,Year,Unit,Month_num
April,Total,35.6,2006,Occupancy rate of beds,4
April,East,13.3,2006,Occupancy rate of beds,4
April,Capital region,44.3,2006,Occupancy rate of beds,4
April,North,17.3,2006,Occupancy rate of beds,4
April,South,25.8,2006,Occupancy rate of beds,4
April,"West, Westfjords and Southwest to 2007",30.2,2006,Occupancy rate of beds,4
May,Total,56.1,2006,Occupancy rate of rooms,5
May,East,35.8,2006,Occupancy rate of rooms,5
May,Capital region,71.9,2006,Occupancy rate of rooms,5
May,North,34.4,2006,Occupancy rate of rooms,5
May,South,32.9,2006,Occupancy rate of rooms,5
May,"West, Westfjords and Southwest to 2007",39.8,2006,Occupancy rate of rooms,5
May,Total,42.7,2006,Occupancy rate of beds,5
May,East,27.5,2006,Occupancy rate of beds,5
May,Capital region,53.3,2006,Occupancy rate of beds,5
May,North,28.0,2006,Occupancy rate of beds,5
May,South,27.1,2006,Occupancy rate of beds,5
May,"West, Westfjords and Southwest to 2007",31.9,2006,Occupancy rate of beds,5
June,Total,67.8,2006,Occupancy rate of rooms,6
June,East,51.4,2006,Occupancy rate of rooms,6
June,Capital region,79.2,2006,Occupancy rate of rooms,6
June,North,49.1,2006,Occupancy rate of rooms,6
June,South,52.6,2006,Occupancy rate of rooms,6
June,"West, Westfjords and Southwest to 2007",62.5,2006,Occupancy rate of rooms,6
June,Total,54.6,2006,Occupancy rate of beds,6
June,East,44.4,2006,Occupancy rate of beds,6
June,Capital region,61.4,2006,Occupancy rate of beds,6
June,North,42.0,2006,Occupancy rate of beds,6
June,South,45.7,2006,Occupancy rate of beds,6
June,"West, Westfjords and Southwest to 2007",51.9,2006,Occupancy rate of beds,6
July,Total,79.7,2006,Occupancy rate of rooms,7
July,East,75.6,2006,Occupancy rate of rooms,7
July,Capital region,86.0,2006,Occupancy rate of rooms,7
July,North,67.3,2006,Occupancy rate of rooms,7
July,South,71.4,2006,Occupancy rate of rooms,7
July,"West, Westfjords and Southwest to 2007",76.4,2006,Occupancy rate of rooms,7
July,Total,69.9,2006,Occupancy rate of beds,7
July,East,67.8,2006,Occupancy rate of beds,7
July,Capital region,73.2,2006,Occupancy rate of beds,7
July,North,61.6,2006,Occupancy rate of beds,7
July,South,64.5,2006,Occupancy rate of beds,7
July,"West, Westfjords and Southwest to 2007",71.3,2006,Occupancy rate of beds,7
August,Total,76.7,2006,Occupancy rate of rooms,8
August,East,67.7,2006,Occupancy rate of rooms,8
August,Capital region,82.7,2006,Occupancy rate of rooms,8
August,North,63.3,2006,Occupancy rate of rooms,8
August,South,71.4,2006,Occupancy rate of rooms,8
August,"West, Westfjords and Southwest to 2007",73.1,2006,Occupancy rate of rooms,8
August,Total,64.8,2006,Occupancy rate of beds,8
August,East,59.0,2006,Occupancy rate of beds,8
August,Capital region,66.4,2006,Occupancy rate of beds,8
August,North,56.0,2006,Occupancy rate of beds,8
August,South,63.8,2006,Occupancy rate of beds,8
August,"West, Westfjords and Southwest to 2007",69.8,2006,Occupancy rate of beds,8
September,Total,63.1,2006,Occupancy rate of rooms,9
September,East,55.4,2006,Occupancy rate of rooms,9
September,Capital region,76.5,2006,Occupancy rate of rooms,9
September,North,44.0,2006,Occupancy rate of rooms,9
September,South,39.5,2006,Occupancy rate of rooms,9
September,"West, Westfjords and Southwest to 2007",54.1,2006,Occupancy rate of rooms,9
September,Total,48.0,2006,Occupancy rate of beds,9
September,East,45.0,2006,Occupancy rate of beds,9
September,Capital region,56.2,2006,Occupancy rate of beds,9
September,North,36.0,2006,Occupancy rate of beds,9
September,South,32.0,2006,Occupancy rate of beds,9
September,"West, Westfjords and Southwest to 2007",43.1,2006,Occupancy rate of beds,9
October,Total,51.3,2006,Occupancy rate of rooms,10
October,East,39.4,2006,Occupancy rate of rooms,10
October,Capital region,66.8,2006,Occupancy rate of rooms,10
October,North,26.2,2006,Occupancy rate of rooms,10
October,South,28.3,2006,Occupancy rate of rooms,10
October,"West, Westfjords and Southwest to 2007",37.4,2006,Occupancy rate of rooms,10
October,Total,39.3,2006,Occupancy rate of beds,10
October,East,29.6,2006,Occupancy rate of beds,10
October,Capital region,49.9,2006,Occupancy rate of beds,10
October,North,20.8,2006,Occupancy rate of beds,10
October,South,24.2,2006,Occupancy rate of beds,10
October,"West, Westfjords and Southwest to 2007",29.0,2006,Occupancy rate of beds,10
November,Total,41.3,2006,Occupancy rate of rooms,11
November,East,44.2,2006,Occupancy rate of rooms,11
November,Capital region,53.6,2006,Occupancy rate of rooms,11
November,North,15.5,2006,Occupancy rate of rooms,11
November,South,15.5,2006,Occupancy rate of rooms,11
November,"West, Westfjords and Southwest to 2007",43.9,2006,Occupancy rate of rooms,11
November,Total,31.2,2006,Occupancy rate of beds,11
November,East,29.7,2006,Occupancy rate of beds,11
November,Capital region,40.1,2006,Occupancy rate of beds,11
November,North,11.6,2006,Occupancy rate of beds,11
November,South,13.4,2006,Occupancy rate of beds,11
November,"West, Westfjords and Southwest to 2007",32.8,2006,Occupancy rate of beds,11
December,Total,30.9,2006,Occupancy rate of rooms,12
December,East,32.5,2006,Occupancy rate of rooms,12
December,Capital region,42.1,2006,Occupancy rate of rooms,12
December,North,8.3,2006,Occupancy rate of rooms,12
December,South,8.2,2006,Occupancy rate of rooms,12
December,"West, Westfjords and Southwest to 2007",29.5,2006,Occupancy rate of rooms,12
December,Total,22.7,2006,Occupancy rate of beds,12
December,East,18.3,2006,Occupancy rate of beds,12
December,Capital region,30.4,2006,Occupancy rate of beds,12
December,North,6.1,2006,Occupancy rate of beds,12
December,South,7.8,2006,Occupancy rate of beds,12
December,"West, Westfjords and Southwest to 2007",22.4,2006,Occupancy rate of beds,12
January,Total,29.0,2007,Occupancy rate of rooms,1
January,East,54.3,2007,Occupancy rate of rooms,1
January,Capital region,36.2,2007,Occupancy rate of rooms,1
January,North,8.5,2007,Occupancy rate of rooms,1
January,South,9.3,2007,Occupancy rate of rooms,1
January,Southwest,56.8,2007,Occupancy rate of rooms,1
January,"West, Westfjords from 2007",18.0,2007,Occupancy rate of rooms,1
January,Total,22.0,2007,Occupancy rate of beds,1
January,East,29.2,2007,Occupancy rate of beds,1
January,Capital region,27.6,2007,Occupancy rate of beds,1
January,North,6.3,2007,Occupancy rate of beds,1
January,South,8.2,2007,Occupancy rate of beds,1
January,Southwest,39.6,2007,Occupancy rate of beds,1
January,"West, Westfjords from 2007",15.5,2007,Occupancy rate of beds,1
February,Total,39.5,2007,Occupancy rate of rooms,2
February,East,61.8,2007,Occupancy rate of rooms,2
February,Capital region,48.5,2007,Occupancy rate of rooms,2
February,North,17.6,2007,Occupancy rate of rooms,2
February,South,22.2,2007,Occupancy rate of rooms,2
February,Southwest,61.9,2007,Occupancy rate of rooms,2
February,"West, Westfjords from 2007",19.4,2007,Occupancy rate of rooms,2
February,Total,30.3,2007,Occupancy rate of beds,2
February,East,34.6,2007,Occupancy rate of beds,2
February,Capital region,36.8,2007,Occupancy rate of beds,2
February,North,13.4,2007,Occupancy rate of beds,2
February,South,20.2,2007,Occupancy rate of beds,2
February,Southwest,43.1,2007,Occupancy rate of beds,2
February,"West, Westfjords from 2007",16.0,2007,Occupancy rate of beds,2
March,Total,46.3,2007,Occupancy rate of rooms,3
March,East,64.8,2007,Occupancy rate of rooms,3
March,Capital region,57.4,2007,Occupancy rate of rooms,3
March,North,20.7,2007,Occupancy rate of rooms,3
March,South,27.2,2007,Occupancy rate of rooms,3
March,Southwest,60.8,2007,Occupancy rate of rooms,3
March,"West, Westfjords from 2007",25.4,2007,Occupancy rate of rooms,3
March,Total,35.3,2007,Occupancy rate of beds,3
March,East,36.6,2007,Occupancy rate of beds,3
March,Capital region,43.4,2007,Occupancy rate of beds,3
March,North,15.4,2007,Occupancy rate of beds,3
March,South,24.1,2007,Occupancy rate of beds,3
March,Southwest,40.4,2007,Occupancy rate of beds,3
March,"West, Westfjords from 2007",19.7,2007,Occupancy rate of beds,3
April,Total,44.3,2007,Occupancy rate of rooms,4
April,East,66.7,2007,Occupancy rate of rooms,4
April,Capital region,52.2,2007,Occupancy rate of rooms,4
April,North,26.5,2007,Occupancy rate of rooms,4
April,South,29.8,2007,Occupancy rate of rooms,4
April,Southwest,45.3,2007,Occupancy rate of rooms,4
April,"West, Westfjords from 2007",28.4,2007,Occupancy rate of rooms,4
April,Total,35.8,2007,Occupancy rate of beds,4
April,East,40.4,2007,Occupancy rate of beds,4
April,Capital region,41.5,2007,Occupancy rate of beds,4
April,North,23.4,2007,Occupancy rate of beds,4
April,South,26.5,2007,Occupancy rate of beds,4
April,Southwest,32.9,2007,Occupancy rate of beds,4
April,"West, Westfjords from 2007",24.1,2007,Occupancy rate of beds,4
May,Total,55.0,2007,Occupancy rate of rooms,5
May,East,39.8,2007,Occupancy rate of rooms,5
May,Capital region,66.2,2007,Occupancy rate of rooms,5
May,North,36.6,2007,Occupancy rate of rooms,5
May,South,34.8,2007,Occupancy rate of rooms,5
May,Southwest,61.7,2007,Occupancy rate of rooms,5
May,"West, Westfjords from 2007",36.7,2007,Occupancy rate of rooms,5
May,Total,43.1,2007,Occupancy rate of beds,5
May,East,31.7,2007,Occupancy rate of beds,5
May,Capital region,50.3,2007,Occupancy rate of beds,5
May,North,30.2,2007,Occupancy rate of beds,5
May,South,30.5,2007,Occupancy rate of beds,5
May,Southwest,42.7,2007,Occupancy rate of beds,5
May,"West, Westfjords from 2007",32.7,2007,Occupancy rate of beds,5
June,Total,71.2,2007,Occupancy rate of rooms,6
June,East,68.3,2007,Occupancy rate of rooms,6
June,Capital region,81.0,2007,Occupancy rate of rooms,6
June,North,58.3,2007,Occupancy rate of rooms,6
June,South,53.1,2007,Occupancy rate of rooms,6
June,Southwest,77.2,2007,Occupancy rate of rooms,6
June,"West, Westfjords from 2007",52.5,2007,Occupancy rate of rooms,6
June,Total,57.8,2007,Occupancy rate of beds,6
June,East,55.4,2007,Occupancy rate of beds,6
June,Capital region,63.1,2007,Occupancy rate of beds,6
June,North,49.7,2007,Occupancy rate of beds,6
June,South,46.8,2007,Occupancy rate of beds,6
June,Southwest,59.8,2007,Occupancy rate of beds,6
June,"West, Westfjords from 2007",51.1,2007,Occupancy rate of beds,6
July,Total,79.7,2007,Occupancy rate of rooms,7
July,East,81.8,2007,Occupancy rate of rooms,7
July,Capital region,79.8,2007,Occupancy rate of rooms,7
July,North,77.7,2007,Occupancy rate of rooms,7
July,South,83.3,2007,Occupancy rate of rooms,7
July,Southwest,79.4,2007,Occupancy rate of rooms,7
July,"West, Westfjords from 2007",70.2,2007,Occupancy rate of rooms,7
July,Total,69.4,2007,Occupancy rate of beds,7
July,East,69.3,2007,Occupancy rate of beds,7
July,Capital region,67.2,2007,Occupancy rate of beds,7
July,North,71.0,2007,Occupancy rate of beds,7
July,South,75.3,2007,Occupancy rate of beds,7
July,Southwest,68.5,2007,Occupancy rate of beds,7
July,"West, Westfjords from 2007",72.2,2007,Occupancy rate of beds,7
August,Total,75.7,2007,Occupancy rate of rooms,8
August,East,73.6,2007,Occupancy rate of rooms,8
August,Capital region,78.8,2007,Occupancy rate of rooms,8
August,North,72.0,2007,Occupancy rate of rooms,8
August,South,74.3,2007,Occupancy rate of rooms,8
August,Southwest,75.7,2007,Occupancy rate of rooms,8
August,"West, Westfjords from 2007",61.9,2007,Occupancy rate of rooms,8
August,Total,64.1,2007,Occupancy rate of beds,8
August,East,63.6,2007,Occupancy rate of beds,8
August,Capital region,63.5,2007,Occupancy rate of beds,8
August,North,66.0,2007,Occupancy rate of beds,8
August,South,68.2,2007,Occupancy rate of beds,8
August,Southwest,64.0,2007,Occupancy rate of beds,8
August,"West, Westfjords from 2007",59.7,2007,Occupancy rate of beds,8
September,Total,55.7,2007,Occupancy rate of rooms,9
September,East,44.6,2007,Occupancy rate of rooms,9
September,Capital region,66.8,2007,Occupancy rate of rooms,9
September,North,40.3,2007,Occupancy rate of rooms,9
September,South,36.9,2007,Occupancy rate of rooms,9
September,Southwest,58.3,2007,Occupancy rate of rooms,9
September,"West, Westfjords from 2007",31.3,2007,Occupancy rate of rooms,9
September,Total,42.6,2007,Occupancy rate of beds,9
September,East,36.5,2007,Occupancy rate of beds,9
September,Capital region,48.8,2007,Occupancy rate of beds,9
September,North,34.6,2007,Occupancy rate of beds,9
September,South,31.0,2007,Occupancy rate of beds,9
September,Southwest,39.4,2007,Occupancy rate of beds,9
September,"West, Westfjords from 2007",30.2,2007,Occupancy rate of beds,9
October,Total,49.2,2007,Occupancy rate of rooms,10
October,East,25.2,2007,Occupancy rate of rooms,10
October,Capital region,63.5,2007,Occupancy rate of rooms,10
October,North,24.5,2007,Occupancy rate of rooms,10
October,South,26.0,2007,Occupancy rate of rooms,10
October,Southwest,47.5,2007,Occupancy rate of rooms,10
October,"West, Westfjords from 2007",25.7,2007,Occupancy rate of rooms,10
October,Total,37.6,2007,Occupancy rate of beds,10
October,East,18.0,2007,Occupancy rate of beds,10
October,Capital region,46.8,2007,Occupancy rate of beds,10
October,North,20.9,2007,Occupancy rate of beds,10
October,South,21.6,2007,Occupancy rate of beds,10
October,Southwest,33.8,2007,Occupancy rate of beds,10
October,"West, Westfjords from 2007",23.8,2007,Occupancy rate of beds,10
November,Total,37.2,2007,Occupancy rate of rooms,11
November,East,21.2,2007,Occupancy rate of rooms,11
November,Capital region,48.6,2007,Occupancy rate of rooms,11
November,North,16.5,2007,Occupancy rate of rooms,11
November,South,15.4,2007,Occupancy rate of rooms,11
November,Southwest,39.6,2007,Occupancy rate of rooms,11
November,"West, Westfjords from 2007",20.8,2007,Occupancy rate of rooms,11
November,Total,27.6,2007,Occupancy rate of beds,11
November,East,12.0,2007,Occupancy rate of beds,11
November,Capital region,35.0,2007,Occupancy rate of beds,11
November,North,12.3,2007,Occupancy rate of beds,11
November,South,13.4,2007,Occupancy rate of beds,11
November,Southwest,26.6,2007,Occupancy rate of beds,11
November,"West, Westfjords from 2007",19.0,2007,Occupancy rate of beds,11
December,Total,27.6,2007,Occupancy rate of rooms,12
December,East,11.1,2007,Occupancy rate of rooms,12
December,Capital region,35.4,2007,Occupancy rate of rooms,12
December,North,10.6,2007,Occupancy rate of rooms,12
December,South,8.8,2007,Occupancy rate of rooms,12
December,Southwest,38.3,2007,Occupancy rate of rooms,12
December,"West, Westfjords from 2007",10.9,2007,Occupancy rate of rooms,12
December,Total,20.6,2007,Occupancy rate of beds,12
December,East,6.2,2007,Occupancy rate of beds,12
December,Capital region,25.8,2007,Occupancy rate of beds,12
December,North,7.8,2007,Occupancy rate of beds,12
December,South,8.2,2007,Occupancy rate of beds,12
December,Southwest,26.1,2007,Occupancy rate of beds,12
December,"West, Westfjords from 2007",9.1,2007,Occupancy rate of beds,12
January,Total,30.5,2008,Occupancy rate of rooms,1
January,East,22.2,2008,Occupancy rate of rooms,1
January,Capital region,38.9,2008,Occupancy rate of rooms,1
January,North,12.1,2008,Occupancy rate of rooms,1
January,South,9.3,2008,Occupancy rate of rooms,1
January,Southwest,33.0,2008,Occupancy rate of rooms,1
January,"West, Westfjords from 2007",15.9,2008,Occupancy rate of rooms,1
January,Total,22.1,2008,Occupancy rate of beds,1
January,East,16.7,2008,Occupancy rate of beds,1
January,Capital region,27.5,2008,Occupancy rate of beds,1
January,North,8.2,2008,Occupancy rate of beds,1
January,South,8.5,2008,Occupancy rate of beds,1
January,Southwest,23.5,2008,Occupancy rate of beds,1
January,"West, Westfjords from 2007",12.4,2008,Occupancy rate of beds,1
February,Total,39.3,2008,Occupancy rate of rooms,2
February,East,25.9,2008,Occupancy rate of rooms,2
February,Capital region,50.9,2008,Occupancy rate of rooms,2
February,North,16.0,2008,Occupancy rate of rooms,2
February,South,16.7,2008,Occupancy rate of rooms,2
February,Southwest,41.0,2008,Occupancy rate of rooms,2
February,"West, Westfjords from 2007",23.8,2008,Occupancy rate of rooms,2
February,Total,29.4,2008,Occupancy rate of beds,2
February,East,17.6,2008,Occupancy rate of beds,2
February,Capital region,36.7,2008,Occupancy rate of beds,2
February,North,12.9,2008,Occupancy rate of beds,2
February,South,15.3,2008,Occupancy rate of beds,2
February,Southwest,31.4,2008,Occupancy rate of beds,2
February,"West, Westfjords from 2007",18.9,2008,Occupancy rate of beds,2
March,Total,37.2,2008,Occupancy rate of rooms,3
March,East,19.0,2008,Occupancy rate of rooms,3
March,Capital region,46.2,2008,Occupancy rate of rooms,3
March,North,21.4,2008,Occupancy rate of rooms,3
March,South,22.8,2008,Occupancy rate of rooms,3
March,Southwest,44.8,2008,Occupancy rate of rooms,3
March,"West, Westfjords from 2007",21.7,2008,Occupancy rate of rooms,3
March,Total,28.4,2008,Occupancy rate of beds,3
March,East,12.3,2008,Occupancy rate of beds,3
March,Capital region,33.8,2008,Occupancy rate of beds,3
March,North,17.1,2008,Occupancy rate of beds,3
March,South,20.2,2008,Occupancy rate of beds,3
March,Southwest,32.5,2008,Occupancy rate of beds,3
March,"West, Westfjords from 2007",19.9,2008,Occupancy rate of beds,3
April,Total,43.6,2008,Occupancy rate of rooms,4
April,East,19.2,2008,Occupancy rate of rooms,4
April,Capital region,53.4,2008,Occupancy rate of rooms,4
April,North,26.7,2008,Occupancy rate of rooms,4
April,South,33.1,2008,Occupancy rate of rooms,4
April,Southwest,42.7,2008,Occupancy rate of rooms,4
April,"West, Westfjords from 2007",21.2,2008,Occupancy rate of rooms,4
April,Total,32.2,2008,Occupancy rate of beds,4
April,East,13.1,2008,Occupancy rate of beds,4
April,Capital region,37.7,2008,Occupancy rate of beds,4
April,North,21.4,2008,Occupancy rate of beds,4
April,South,27.2,2008,Occupancy rate of beds,4
April,Southwest,28.6,2008,Occupancy rate of beds,4
April,"West, Westfjords from 2007",19.2,2008,Occupancy rate of beds,4
May,Total,53.9,2008,Occupancy rate of rooms,5
May,East,36.7,2008,Occupancy rate of rooms,5
May,Capital region,64.4,2008,Occupancy rate of rooms,5
May,North,36.1,2008,Occupancy rate of rooms,5
May,South,35.0,2008,Occupancy rate of rooms,5
May,Southwest,69.2,2008,Occupancy rate of rooms,5
May,"West, Westfjords from 2007",37.5,2008,Occupancy rate of rooms,5
May,Total,40.1,2008,Occupancy rate of beds,5
May,East,27.9,2008,Occupancy rate of beds,5
May,Capital region,45.7,2008,Occupancy rate of beds,5
May,North,29.0,2008,Occupancy rate of beds,5
May,South,30.2,2008,Occupancy rate of beds,5
May,Southwest,44.9,2008,Occupancy rate of beds,5
May,"West, Westfjords from 2007",32.7,2008,Occupancy rate of beds,5
June,Total,71.3,2008,Occupancy rate of rooms,6
June,East,58.9,2008,Occupancy rate of rooms,6
June,Capital region,80.4,2008,Occupancy rate of rooms,6
June,North,57.4,2008,Occupancy rate of rooms,6
June,South,55.2,2008,Occupancy rate of rooms,6
June,Southwest,76.8,2008,Occupancy rate of rooms,6
June,"West, Westfjords from 2007",56.3,2008,Occupancy rate of rooms,6
June,Total,54.4,2008,Occupancy rate of beds,6
June,East,48.6,2008,Occupancy rate of beds,6
June,Capital region,57.6,2008,Occupancy rate of beds,6
June,North,48.4,2008,Occupancy rate of beds,6
June,South,48.8,2008,Occupancy rate of beds,6
June,Southwest,59.0,2008,Occupancy rate of beds,6
June,"West, Westfjords from 2007",48.8,2008,Occupancy rate of beds,6
July,Total,81.4,2008,Occupancy rate of rooms,7
July,East,83.3,2008,Occupancy rate of rooms,7
July,Capital region,80.9,2008,Occupancy rate of rooms,7
July,North,80.3,2008,Occupancy rate of rooms,7
July,South,86.3,2008,Occupancy rate of rooms,7
July,Southwest,80.7,2008,Occupancy rate of rooms,7
July,"West, Westfjords from 2007",74.1,2008,Occupancy rate of rooms,7
July,Total,68.3,2008,Occupancy rate of beds,7
July,East,69.8,2008,Occupancy rate of beds,7
July,Capital region,64.1,2008,Occupancy rate of beds,7
July,North,71.0,2008,Occupancy rate of beds,7
July,South,77.5,2008,Occupancy rate of beds,7
July,Southwest,81.7,2008,Occupancy rate of beds,7
July,"West, Westfjords from 2007",70.7,2008,Occupancy rate of beds,7
August,Total,78.4,2008,Occupancy rate of rooms,8
August,East,83.3,2008,Occupancy rate of rooms,8
August,Capital region,81.1,2008,Occupancy rate of rooms,8
August,North,72.6,2008,Occupancy rate of rooms,8
August,South,75.7,2008,Occupancy rate of rooms,8
August,Southwest,82.3,2008,Occupancy rate of rooms,8
August,"West, Westfjords from 2007",64.8,2008,Occupancy rate of rooms,8
August,Total,64.6,2008,Occupancy rate of beds,8
August,East,67.1,2008,Occupancy rate of beds,8
August,Capital region,62.9,2008,Occupancy rate of beds,8
August,North,63.4,2008,Occupancy rate of beds,8
August,South,69.0,2008,Occupancy rate of beds,8
August,Southwest,77.5,2008,Occupancy rate of beds,8
August,"West, Westfjords from 2007",62.0,2008,Occupancy rate of beds,8
September,Total,57.6,2008,Occupancy rate of rooms,9
September,East,46.3,2008,Occupancy rate of rooms,9
September,Capital region,67.0,2008,Occupancy rate of rooms,9
September,North,45.2,2008,Occupancy rate of rooms,9
September,South,40.6,2008,Occupancy rate of rooms,9
September,Southwest,73.6,2008,Occupancy rate of rooms,9
September,"West, Westfjords from 2007",31.9,2008,Occupancy rate of rooms,9
September,Total,42.4,2008,Occupancy rate of beds,9
September,East,36.5,2008,Occupancy rate of beds,9
September,Capital region,47.5,2008,Occupancy rate of beds,9
September,North,35.6,2008,Occupancy rate of beds,9
September,South,30.4,2008,Occupancy rate of beds,9
September,Southwest,54.8,2008,Occupancy rate of beds,9
September,"West, Westfjords from 2007",31.4,2008,Occupancy rate of beds,9
October,Total,47.8,2008,Occupancy rate of rooms,10
October,East,32.4,2008,Occupancy rate of rooms,10
October,Capital region,59.0,2008,Occupancy rate of rooms,10
October,North,22.7,2008,Occupancy rate of rooms,10
October,South,31.0,2008,Occupancy rate of rooms,10
October,Southwest,61.8,2008,Occupancy rate of rooms,10
October,"West, Westfjords from 2007",23.0,2008,Occupancy rate of rooms,10
October,Total,35.6,2008,Occupancy rate of beds,10
October,East,19.8,2008,Occupancy rate of beds,10
October,Capital region,43.0,2008,Occupancy rate of beds,10
October,North,17.3,2008,Occupancy rate of beds,10
October,South,25.2,2008,Occupancy rate of beds,10
October,Southwest,40.8,2008,Occupancy rate of beds,10
October,"West, Westfjords from 2007",20.4,2008,Occupancy rate of beds,10
November,Total,36.5,2008,Occupancy rate of rooms,11
November,East,14.2,2008,Occupancy rate of rooms,11
November,Capital region,46.7,2008,Occupancy rate of rooms,11
November,North,13.8,2008,Occupancy rate of rooms,11
November,South,18.4,2008,Occupancy rate of rooms,11
November,Southwest,59.1,2008,Occupancy rate of rooms,11
November,"West, Westfjords from 2007",15.6,2008,Occupancy rate of rooms,11
November,Total,27.9,2008,Occupancy rate of beds,11
November,East,12.2,2008,Occupancy rate of beds,11
November,Capital region,34.9,2008,Occupancy rate of beds,11
November,North,10.5,2008,Occupancy rate of beds,11
November,South,16.3,2008,Occupancy rate of beds,11
November,Southwest,37.4,2008,Occupancy rate of beds,11
November,"West, Westfjords from 2007",12.8,2008,Occupancy rate of beds,11
December,Total,26.7,2008,Occupancy rate of rooms,12
December,East,9.1,2008,Occupancy rate of rooms,12
December,Capital region,36.4,2008,Occupancy rate of rooms,12
December,North,7.5,2008,Occupancy rate of rooms,12
December,South,6.8,2008,Occupancy rate of rooms,12
December,Southwest,36.4,2008,Occupancy rate of rooms,12
December,"West, Westfjords from 2007",7.8,2008,Occupancy rate of rooms,12
December,Total,21.1,2008,Occupancy rate of beds,12
December,East,5.8,2008,Occupancy rate of beds,12
December,Capital region,28.2,2008,Occupancy rate of beds,12
December,North,5.4,2008,Occupancy rate of beds,12
December,South,6.4,2008,Occupancy rate of beds,12
December,Southwest,27.7,2008,Occupancy rate of beds,12
December,"West, Westfjords from 2007",6.4,2008,Occupancy rate of beds,12
January,Total,26.8,2009,Occupancy rate of rooms,1
January,East,10.2,2009,Occupancy rate of rooms,1
January,Capital region,34.6,2009,Occupancy rate of rooms,1
January,North,9.7,2009,Occupancy rate of rooms,1
January,South,8.4,2009,Occupancy rate of rooms,1
January,Southwest,36.0,2009,Occupancy rate of rooms,1
January,"West, Westfjords from 2007",12.3,2009,Occupancy rate of rooms,1
January,Total,20.0,2009,Occupancy rate of beds,1
January,East,6.9,2009,Occupancy rate of beds,1
January,Capital region,25.3,2009,Occupancy rate of beds,1
January,North,6.6,2009,Occupancy rate of beds,1
January,South,7.4,2009,Occupancy rate of beds,1
January,Southwest,24.1,2009,Occupancy rate of beds,1
January,"West, Westfjords from 2007",10.5,2009,Occupancy rate of beds,1
February,Total,35.7,2009,Occupancy rate of rooms,2
February,East,11.6,2009,Occupancy rate of rooms,2
February,Capital region,43.8,2009,Occupancy rate of rooms,2
February,North,22.2,2009,Occupancy rate of rooms,2
February,South,21.0,2009,Occupancy rate of rooms,2
February,Southwest,48.4,2009,Occupancy rate of rooms,2
February,"West, Westfjords from 2007",16.3,2009,Occupancy rate of rooms,2
February,Total,27.9,2009,Occupancy rate of beds,2
February,East,8.2,2009,Occupancy rate of beds,2
February,Capital region,33.2,2009,Occupancy rate of beds,2
February,North,16.6,2009,Occupancy rate of beds,2
February,South,19.3,2009,Occupancy rate of beds,2
February,Southwest,34.6,2009,Occupancy rate of beds,2
February,"West, Westfjords from 2007",14.0,2009,Occupancy rate of beds,2
March,Total,37.3,2009,Occupancy rate of rooms,3
March,East,16.0,2009,Occupancy rate of rooms,3
March,Capital region,45.5,2009,Occupancy rate of rooms,3
March,North,21.8,2009,Occupancy rate of rooms,3
March,South,28.2,2009,Occupancy rate of rooms,3
March,Southwest,38.2,2009,Occupancy rate of rooms,3
March,"West, Westfjords from 2007",13.4,2009,Occupancy rate of rooms,3
March,Total,29.0,2009,Occupancy rate of beds,3
March,East,13.4,2009,Occupancy rate of beds,3
March,Capital region,34.1,2009,Occupancy rate of beds,3
March,North,16.8,2009,Occupancy rate of beds,3
March,South,25.0,2009,Occupancy rate of beds,3
March,Southwest,26.4,2009,Occupancy rate of beds,3
March,"West, Westfjords from 2007",12.3,2009,Occupancy rate of beds,3
April,Total,40.7,2009,Occupancy rate of rooms,4
April,East,16.9,2009,Occupancy rate of rooms,4
April,Capital region,49.9,2009,Occupancy rate of rooms,4
April,North,28.0,2009,Occupancy rate of rooms,4
April,South,25.6,2009,Occupancy rate of rooms,4
April,Southwest,40.2,2009,Occupancy rate of rooms,4
April,"West, Westfjords from 2007",26.1,2009,Occupancy rate of rooms,4
April,Total,32.6,2009,Occupancy rate of beds,4
April,East,12.8,2009,Occupancy rate of beds,4
April,Capital region,38.7,2009,Occupancy rate of beds,4
April,North,21.9,2009,Occupancy rate of beds,4
April,South,23.6,2009,Occupancy rate of beds,4
April,Southwest,28.6,2009,Occupancy rate of beds,4
April,"West, Westfjords from 2007",24.4,2009,Occupancy rate of beds,4
May,Total,49.5,2009,Occupancy rate of rooms,5
May,East,31.9,2009,Occupancy rate of rooms,5
May,Capital region,59.3,2009,Occupancy rate of rooms,5
May,North,34.4,2009,Occupancy rate of rooms,5
May,South,35.6,2009,Occupancy rate of rooms,5
May,Southwest,43.6,2009,Occupancy rate of rooms,5
May,"West, Westfjords from 2007",30.6,2009,Occupancy rate of rooms,5
May,Total,39.5,2009,Occupancy rate of beds,5
May,East,25.2,2009,Occupancy rate of beds,5
May,Capital region,45.0,2009,Occupancy rate of beds,5
May,North,30.5,2009,Occupancy rate of beds,5
May,South,32.3,2009,Occupancy rate of beds,5
May,Southwest,31.6,2009,Occupancy rate of beds,5
May,"West, Westfjords from 2007",28.2,2009,Occupancy rate of beds,5
June,Total,66.5,2009,Occupancy rate of rooms,6
June,East,49.7,2009,Occupancy rate of rooms,6
June,Capital region,74.0,2009,Occupancy rate of rooms,6
June,North,56.0,2009,Occupancy rate of rooms,6
June,South,55.6,2009,Occupancy rate of rooms,6
