Month,Citizenship,Value,Year,Unit,Month_num
September,Foreigners,264580.0,2022,Arrivals,9
September,Total,491802.0,2022,Overnight stays,9
September,Icelanders,68223.0,2022,Overnight stays,9
September,Foreigners,423579.0,2022,Overnight stays,9
October,Total,270026.0,2022,Arrivals,10
October,Icelanders,44901.0,2022,Arrivals,10
October,Foreigners,225125.0,2022,Arrivals,10
October,Total,470178.0,2022,Overnight stays,10
October,Icelanders,70565.0,2022,Overnight stays,10
October,Foreigners,399613.0,2022,Overnight stays,10
November,Total,186089.0,2022,Arrivals,11
November,Icelanders,35061.0,2022,Arrivals,11
November,Foreigners,151028.0,2022,Arrivals,11
November,Total,355232.0,2022,Overnight stays,11
November,Icelanders,55130.0,2022,Overnight stays,11
November,Foreigners,300102.0,2022,Overnight stays,11
December,Total,164271.0,2022,Arrivals,12
December,Icelanders,30944.0,2022,Arrivals,12
December,Foreigners,133327.0,2022,Arrivals,12
December,Total,317456.0,2022,Overnight stays,12
December,Icelanders,47298.0,2022,Overnight stays,12
December,Foreigners,270158.0,2022,Overnight stays,12
January,Total,151685.0,2023,Arrivals,1
January,Icelanders,26094.0,2023,Arrivals,1
January,Foreigners,125591.0,2023,Arrivals,1
January,Total,312739.0,2023,Overnight stays,1
January,Icelanders,43822.0,2023,Overnight stays,1
January,Foreigners,268917.0,2023,Overnight stays,1
February,Total,190822.0,2023,Arrivals,2
February,Icelanders,28246.0,2023,Arrivals,2
February,Foreigners,162576.0,2023,Arrivals,2
February,Total,372895.0,2023,Overnight stays,2
February,Icelanders,49638.0,2023,Overnight stays,2
February,Foreigners,323257.0,2023,Overnight stays,2
March,Total,233462.0,2023,Arrivals,3
March,Icelanders,36687.0,2023,Arrivals,3
March,Foreigners,196775.0,2023,Arrivals,3
March,Total,424703.0,2023,Overnight stays,3
March,Icelanders,56687.0,2023,Overnight stays,3
March,Foreigners,368016.0,2023,Overnight stays,3
April,Total,209134.0,2023,Arrivals,4
April,Icelanders,36354.0,2023,Arrivals,4
April,Foreigners,172780.0,2023,Arrivals,4
April,Total,365745.0,2023,Overnight stays,4
April,Icelanders,55209.0,2023,Overnight stays,4
April,Foreigners,310536.0,2023,Overnight stays,4
May,Total,257244.0,2023,Arrivals,5
May,Icelanders,41304.0,2023,Arrivals,5
May,Foreigners,215940.0,2023,Arrivals,5
May,Total,415719.0,2023,Overnight stays,5
May,Icelanders,59632.0,2023,Overnight stays,5
May,Foreigners,356087.0,2023,Overnight stays,5
June,Total,330720.0,2023,Arrivals,6
June,Icelanders,44618.0,2023,Arrivals,6
June,Foreigners,286102.0,2023,Arrivals,6
June,Total,509571.0,2023,Overnight stays,6
June,Icelanders,64996.0,2023,Overnight stays,6
June,Foreigners,444575.0,2023,Overnight stays,6
July,Total,408665.0,2023,Arrivals,7
July,Icelanders,55642.0,2023,Arrivals,7
July,Foreigners,353023.0,2023,Arrivals,7
July,Total,595900.0,2023,Overnight stays,7
July,Icelanders,73356.0,2023,Overnight stays,7
July,Foreigners,522544.0,2023,Overnight stays,7
August,Total,406729.0,2023,Arrivals,8
August,Icelanders,47285.0,2023,Arrivals,8
August,Foreigners,359444.0,2023,Arrivals,8
August,Total,594589.0,2023,Overnight stays,8
August,Icelanders,64289.0,2023,Overnight stays,8
August,Foreigners,530300.0,2023,Overnight stays,8
September,Total,336242.0,2023,Arrivals,9
September,Icelanders,42133.0,2023,Arrivals,9
September,Foreigners,294109.0,2023,Arrivals,9
September,Total,519252.0,2023,Overnight stays,9
September,Icelanders,58937.0,2023,Overnight stays,9
September,Foreigners,460315.0,2023,Overnight stays,9
October,Total,298504.0,2023,Arrivals,10
October,Icelanders,38858.0,2023,Arrivals,10
October,Foreigners,259646.0,2023,Arrivals,10
October,Total,493935.0,2023,Overnight stays,10
October,Icelanders,58699.0,2023,Overnight stays,10
October,Foreigners,435236.0,2023,Overnight stays,10
November,Total,197785.0,2023,Arrivals,11
November,Icelanders,33503.0,2023,Arrivals,11
November,Foreigners,164282.0,2023,Arrivals,11
November,Total,363452.0,2023,Overnight stays,11
November,Icelanders,51058.0,2023,Overnight stays,11
November,Foreigners,312394.0,2023,Overnight stays,11
December,Total,152690.0,2023,Arrivals,12
December,Icelanders,26068.0,2023,Arrivals,12
December,Foreigners,126622.0,2023,Arrivals,12
December,Total,295384.0,2023,Overnight stays,12
December,Icelanders,38407.0,2023,Overnight stays,12
December,Foreigners,256977.0,2023,Overnight stays,12
January,Total,140171.0,2024,Arrivals,1
January,Icelanders,20509.0,2024,Arrivals,1
January,Foreigners,119662.0,2024,Arrivals,1
January,Total,287990.0,2024,Overnight stays,1
January,Icelanders,32907.0,2024,Overnight stays,1
January,Foreigners,255083.0,2024,Overnight stays,1
February,Total,216418.0,2024,Arrivals,2
February,Icelanders,31887.0,2024,Arrivals,2
February,Foreigners,184531.0,2024,Arrivals,2
February,Total,384489.0,2024,Overnight stays,2
February,Icelanders,48633.0,2024,Overnight stays,2
February,Foreigners,335856.0,2024,Overnight stays,2
March,Total,256870.0,2024,Arrivals,3
March,Icelanders,45142.0,2024,Arrivals,3
March,Foreigners,211728.0,2024,Arrivals,3
March,Total,439640.0,2024,Overnight stays,3
March,Icelanders,68031.0,2024,Overnight stays,3
March,Foreigners,371609.0,2024,Overnight stays,3
April,Total,202291.0,2024,Arrivals,4
April,Icelanders,41254.0,2024,Arrivals,4
April,Foreigners,161037.0,2024,Arrivals,4
April,Total,332598.0,2024,Overnight stays,4
April,Icelanders,61628.0,2024,Overnight stays,4
April,Foreigners,270970.0,2024,Overnight stays,4
May,Total,249880.0,2024,Arrivals,5
May,Icelanders,48127.0,2024,Arrivals,5
May,Foreigners,201753.0,2024,Arrivals,5
May,Total,392545.0,2024,Overnight stays,5
May,Icelanders,66736.0,2024,Overnight stays,5
May,Foreigners,325809.0,2024,Overnight stays,5
June,Total,317855.0,2024,Arrivals,6
June,Icelanders,55010.0,2024,Arrivals,6
June,Foreigners,262845.0,2024,Arrivals,6
June,Total,487609.0,2024,Overnight stays,6
June,Icelanders,75878.0,2024,Overnight stays,6
June,Foreigners,411731.0,2024,Overnight stays,6
July,Total,392670.0,2024,Arrivals,7
July,Icelanders,68289.0,2024,Arrivals,7
July,Foreigners,324381.0,2024,Arrivals,7
July,Total,576042.0,2024,Overnight stays,7
July,Icelanders,92271.0,2024,Overnight stays,7
July,Foreigners,483771.0,2024,Overnight stays,7
August,Total,417438.0,2024,Arrivals,8
August,Icelanders,68183.0,2024,Arrivals,8
August,Foreigners,349255.0,2024,Arrivals,8
August,Total,608749.0,2024,Overnight stays,8
August,Icelanders,92447.0,2024,Overnight stays,8
August,Foreigners,516302.0,2024,Overnight stays,8
September,Total,338740.0,2024,Arrivals,9
September,Icelanders,50449.0,2024,Arrivals,9
September,Foreigners,288291.0,2024,Arrivals,9
September,Total,512869.0,2024,Overnight stays,9
September,Icelanders,68477.0,2024,Overnight stays,9
September,Foreigners,444392.0,2024,Overnight stays,9
October,Total,320410.0,2024,Arrivals,10
October,Icelanders,55993.0,2024,Arrivals,10
October,Foreigners,264417.0,2024,Arrivals,10
October,Total,516750.0,2024,Overnight stays,10
October,Icelanders,81154.0,2024,Overnight stays,10
October,Foreigners,435596.0,2024,Overnight stays,10
November,Total,221741.0,2024,Arrivals,11
November,Icelanders,47043.0,2024,Arrivals,11
November,Foreigners,174698.0,2024,Arrivals,11
November,Total,390706.0,2024,Overnight stays,11
November,Icelanders,65847.0,2024,Overnight stays,11
November,Foreigners,324859.0,2024,Overnight stays,11
December,Total,181374.0,2024,Arrivals,12
December,Icelanders,32271.0,2024,Arrivals,12
December,Foreigners,149103.0,2024,Arrivals,12
December,Total,338675.0,2024,Overnight stays,12
December,Icelanders,45054.0,2024,Overnight stays,12
December,Foreigners,293621.0,2024,Overnight stays,12
January,Total,157518.0,2025,Arrivals,1
January,Icelanders,26319.0,2025,Arrivals,1
January,Foreigners,131199.0,2025,Arrivals,1
January,Total,294144.0,2025,Overnight stays,1
January,Icelanders,37715.0,2025,Overnight stays,1
January,Foreigners,256429.0,2025,Overnight stays,1
February,Total,186237.0,2025,Arrivals,2
February,Icelanders,25328.0,2025,Arrivals,2
February,Foreigners,160909.0,2025,Arrivals,2
February,Total,369029.0,2025,Overnight stays,2
February,Icelanders,39074.0,2025,Overnight stays,2
February,Foreigners,329955.0,2025,Overnight stays,2
March,Total,231807.0,2025,Arrivals,3
March,Icelanders,36075.0,2025,Arrivals,3
March,Foreigners,195732.0,2025,Arrivals,3
March,Total,420034.0,2025,Overnight stays,3
March,Icelanders,52731.0,2025,Overnight stays,3
March,Foreigners,367303.0,2025,Overnight stays,3
April,Total,206822.0,2025,Arrivals,4
April,Icelanders,30823.0,2025,Arrivals,4
April,Foreigners,175999.0,2025,Arrivals,4
April,Total,372349.0,2025,Overnight stays,4
April,Icelanders,45627.0,2025,Overnight stays,4
April,Foreigners,326722.0,2025,Overnight stays,4
May,Total,248083.0,2025,Arrivals,5
May,Icelanders,40685.0,2025,Arrivals,5
May,Foreigners,207398.0,2025,Arrivals,5
May,Total,428392.0,2025,Overnight stays,5
May,Icelanders,57507.0,2025,Overnight stays,5
May,Foreigners,370885.0,2025,Overnight stays,5
June,Total,323881.0,2025,Arrivals,6
June,Icelanders,33935.0,2025,Arrivals,6
June,Foreigners,289946.0,2025,Arrivals,6
June,Total,534533.0,2025,Overnight stays,6
June,Icelanders,48595.0,2025,Overnight stays,6
June,Foreigners,485938.0,2025,Overnight stays,6
July,Total,394137.0,2025,Arrivals,7
July,Icelanders,42872.0,2025,Arrivals,7
July,Foreigners,351265.0,2025,Arrivals,7
July,Total,648627.0,2025,Overnight stays,7
July,Icelanders,60068.0,2025,Overnight stays,7
July,Foreigners,588559.0,2025,Overnight stays,7
August,Total,408886.0,2025,Arrivals,8
August,Icelanders,37558.0,2025,Arrivals,8
August,Foreigners,371328.0,2025,Arrivals,8
August,Total,669564.0,2025,Overnight stays,8
August,Icelanders,51110.0,2025,Overnight stays,8
August,Foreigners,618454.0,2025,Overnight stays,8
September,Total,315728.0,2025,Arrivals,9
September,Icelanders,35937.0,2025,Arrivals,9
September,Foreigners,279791.0,2025,Arrivals,9
September,Total,544038.0,2025,Overnight stays,9
September,Icelanders,49506.0,2025,Overnight stays,9
September,Foreigners,494532.0,2025,Overnight stays,9
October,Total,284131.0,2025,Arrivals,10
October,Icelanders,38518.0,2025,Arrivals,10
October,Foreigners,245613.0,2025,Arrivals,10
October,Total,503378.0,2025,Overnight stays,10
October,Icelanders,53841.0,2025,Overnight stays,10
October,Foreigners,449537.0,2025,Overnight stays,10
November,Total,185896.0,2025,Arrivals,11
November,Icelanders,36440.0,2025,Arrivals,11
November,Foreigners,149456.0,2025,Arrivals,11
November,Total,362826.0,2025,Overnight stays,11
November,Icelanders,50543.0,2025,Overnight stays,11
November,Foreigners,312283.0,2025,Overnight stays,11
December,Total,147328.0,2025,Arrivals,12
December,Icelanders,24073.0,2025,Arrivals,12
December,Foreigners,123255.0,2025,Arrivals,12
December,Total,297549.0,2025,Overnight stays,12
December,Icelanders,32552.0,2025,Overnight stays,12
December,Foreigners,264997.0,2025,Overnight stays,12
January,Total,145566.0,2026,Arrivals,1
January,Icelanders,20476.0,2026,Arrivals,1
January,Foreigners,125090.0,2026,Arrivals,1
January,Total,277722.0,2026,Overnight stays,1
January,Icelanders,28880.0,2026,Overnight stays,1
January,Foreigners,248842.0,2026,Overnight stays,1
February,Total,222144.0,2026,Arrivals,2
February,Icelanders,27201.0,2026,Arrivals,2
February,Foreigners,194943.0,2026,Arrivals,2
February,Total,388956.0,2026,Overnight stays,2
February,Icelanders,38996.0,2026,Overnight stays,2
February,Foreigners,349960.0,2026,Overnight stays,2
March,Total,263656.0,2026,Arrivals,3
March,Icelanders,33878.0,2026,Arrivals,3
March,Foreigners,229778.0,2026,Arrivals,3
March,Total,431965.0,2026,Overnight stays,3
March,Icelanders,46721.0,2026,Overnight stays,3
March,Foreigners,385244.0,2026,Overnight stays,3
