Month,Citizenship,Value,Year,Unit,Month_num
March,Foreigners,18932.0,2006,Arrivals,3
March,Total,73655.0,2006,Overnight stays,3
March,Icelanders,25860.0,2006,Overnight stays,3
March,Foreigners,47795.0,2006,Overnight stays,3
April,Total,35897.0,2006,Arrivals,4
April,Icelanders,13548.0,2006,Arrivals,4
April,Foreigners,22349.0,2006,Arrivals,4
April,Total,80055.0,2006,Overnight stays,4
April,Icelanders,23486.0,2006,Overnight stays,4
April,Foreigners,56569.0,2006,Overnight stays,4
May,Total,47357.0,2006,Arrivals,5
May,Icelanders,12432.0,2006,Arrivals,5
May,Foreigners,34925.0,2006,Arrivals,5
May,Total,101429.0,2006,Overnight stays,5
May,Icelanders,19551.0,2006,Overnight stays,5
May,Foreigners,81878.0,2006,Overnight stays,5
June,Total,71896.0,2006,Arrivals,6
June,Icelanders,13341.0,2006,Arrivals,6
June,Foreigners,58555.0,2006,Arrivals,6
June,Total,132779.0,2006,Overnight stays,6
June,Icelanders,21344.0,2006,Overnight stays,6
June,Foreigners,111435.0,2006,Overnight stays,6
July,Total,102353.0,2006,Arrivals,7
July,Icelanders,12371.0,2006,Arrivals,7
July,Foreigners,89982.0,2006,Arrivals,7
July,Total,177799.0,2006,Overnight stays,7
July,Icelanders,19237.0,2006,Overnight stays,7
July,Foreigners,158562.0,2006,Overnight stays,7
August,Total,94719.0,2006,Arrivals,8
August,Icelanders,12689.0,2006,Arrivals,8
August,Foreigners,82030.0,2006,Arrivals,8
August,Total,163758.0,2006,Overnight stays,8
August,Icelanders,20199.0,2006,Overnight stays,8
August,Foreigners,143559.0,2006,Overnight stays,8
September,Total,58253.0,2006,Arrivals,9
September,Icelanders,14266.0,2006,Arrivals,9
September,Foreigners,43987.0,2006,Arrivals,9
September,Total,116106.0,2006,Overnight stays,9
September,Icelanders,22778.0,2006,Overnight stays,9
September,Foreigners,93328.0,2006,Overnight stays,9
October,Total,44553.0,2006,Arrivals,10
October,Icelanders,15599.0,2006,Arrivals,10
October,Foreigners,28954.0,2006,Arrivals,10
October,Total,97875.0,2006,Overnight stays,10
October,Icelanders,24522.0,2006,Overnight stays,10
October,Foreigners,73353.0,2006,Overnight stays,10
November,Total,35588.0,2006,Arrivals,11
November,Icelanders,16001.0,2006,Arrivals,11
November,Foreigners,19587.0,2006,Arrivals,11
November,Total,72418.0,2006,Overnight stays,11
November,Icelanders,23283.0,2006,Overnight stays,11
November,Foreigners,49135.0,2006,Overnight stays,11
December,Total,24604.0,2006,Arrivals,12
December,Icelanders,11104.0,2006,Arrivals,12
December,Foreigners,13500.0,2006,Arrivals,12
December,Total,53605.0,2006,Overnight stays,12
December,Icelanders,16417.0,2006,Overnight stays,12
December,Foreigners,37188.0,2006,Overnight stays,12
January,Total,22386.0,2007,Arrivals,1
January,Icelanders,9332.0,2007,Arrivals,1
January,Foreigners,13054.0,2007,Arrivals,1
January,Total,50976.0,2007,Overnight stays,1
January,Icelanders,14426.0,2007,Overnight stays,1
January,Foreigners,36550.0,2007,Overnight stays,1
February,Total,30603.0,2007,Arrivals,2
February,Icelanders,12270.0,2007,Arrivals,2
February,Foreigners,18333.0,2007,Arrivals,2
February,Total,65636.0,2007,Overnight stays,2
February,Icelanders,19407.0,2007,Overnight stays,2
February,Foreigners,46229.0,2007,Overnight stays,2
March,Total,43322.0,2007,Arrivals,3
March,Icelanders,17379.0,2007,Arrivals,3
March,Foreigners,25943.0,2007,Arrivals,3
March,Total,88111.0,2007,Overnight stays,3
March,Icelanders,26951.0,2007,Overnight stays,3
March,Foreigners,61160.0,2007,Overnight stays,3
April,Total,42835.0,2007,Arrivals,4
April,Icelanders,14446.0,2007,Arrivals,4
April,Foreigners,28389.0,2007,Arrivals,4
April,Total,90214.0,2007,Overnight stays,4
April,Icelanders,24343.0,2007,Overnight stays,4
April,Foreigners,65871.0,2007,Overnight stays,4
May,Total,57570.0,2007,Arrivals,5
May,Icelanders,15662.0,2007,Arrivals,5
May,Foreigners,41908.0,2007,Arrivals,5
May,Total,117439.0,2007,Overnight stays,5
May,Icelanders,26072.0,2007,Overnight stays,5
May,Foreigners,91367.0,2007,Overnight stays,5
June,Total,79819.0,2007,Arrivals,6
June,Icelanders,15762.0,2007,Arrivals,6
June,Foreigners,64057.0,2007,Arrivals,6
June,Total,156141.0,2007,Overnight stays,6
June,Icelanders,25906.0,2007,Overnight stays,6
June,Foreigners,130235.0,2007,Overnight stays,6
July,Total,112291.0,2007,Arrivals,7
July,Icelanders,15377.0,2007,Arrivals,7
July,Foreigners,96914.0,2007,Arrivals,7
July,Total,196595.0,2007,Overnight stays,7
July,Icelanders,23781.0,2007,Overnight stays,7
July,Foreigners,172814.0,2007,Overnight stays,7
August,Total,107254.0,2007,Arrivals,8
August,Icelanders,17769.0,2007,Arrivals,8
August,Foreigners,89485.0,2007,Arrivals,8
August,Total,185943.0,2007,Overnight stays,8
August,Icelanders,27924.0,2007,Overnight stays,8
August,Foreigners,158019.0,2007,Overnight stays,8
September,Total,57796.0,2007,Arrivals,9
September,Icelanders,16954.0,2007,Arrivals,9
September,Foreigners,40842.0,2007,Arrivals,9
September,Total,120636.0,2007,Overnight stays,9
September,Icelanders,29418.0,2007,Overnight stays,9
September,Foreigners,91218.0,2007,Overnight stays,9
October,Total,49530.0,2007,Arrivals,10
October,Icelanders,18933.0,2007,Arrivals,10
October,Foreigners,30597.0,2007,Arrivals,10
October,Total,108774.0,2007,Overnight stays,10
October,Icelanders,30638.0,2007,Overnight stays,10
October,Foreigners,78136.0,2007,Overnight stays,10
November,Total,37588.0,2007,Arrivals,11
November,Icelanders,17961.0,2007,Arrivals,11
November,Foreigners,19627.0,2007,Arrivals,11
November,Total,75906.0,2007,Overnight stays,11
November,Icelanders,27157.0,2007,Overnight stays,11
November,Foreigners,48749.0,2007,Overnight stays,11
December,Total,26154.0,2007,Arrivals,12
December,Icelanders,12254.0,2007,Arrivals,12
December,Foreigners,13900.0,2007,Arrivals,12
December,Total,53619.0,2007,Overnight stays,12
December,Icelanders,18981.0,2007,Overnight stays,12
December,Foreigners,34638.0,2007,Overnight stays,12
January,Total,26164.0,2008,Arrivals,1
January,Icelanders,11441.0,2008,Arrivals,1
January,Foreigners,14723.0,2008,Arrivals,1
January,Total,58441.0,2008,Overnight stays,1
January,Icelanders,18499.0,2008,Overnight stays,1
January,Foreigners,39942.0,2008,Overnight stays,1
February,Total,35276.0,2008,Arrivals,2
February,Icelanders,15148.0,2008,Arrivals,2
February,Foreigners,20128.0,2008,Arrivals,2
February,Total,77588.0,2008,Overnight stays,2
February,Icelanders,23551.0,2008,Overnight stays,2
February,Foreigners,54037.0,2008,Overnight stays,2
March,Total,39307.0,2008,Arrivals,3
March,Icelanders,15507.0,2008,Arrivals,3
March,Foreigners,23800.0,2008,Arrivals,3
March,Total,82929.0,2008,Overnight stays,3
March,Icelanders,25767.0,2008,Overnight stays,3
March,Foreigners,57162.0,2008,Overnight stays,3
April,Total,45577.0,2008,Arrivals,4
April,Icelanders,18756.0,2008,Arrivals,4
April,Foreigners,26821.0,2008,Arrivals,4
April,Total,91791.0,2008,Overnight stays,4
April,Icelanders,30587.0,2008,Overnight stays,4
April,Foreigners,61204.0,2008,Overnight stays,4
May,Total,59171.0,2008,Arrivals,5
May,Icelanders,17413.0,2008,Arrivals,5
May,Foreigners,41758.0,2008,Arrivals,5
May,Total,117899.0,2008,Overnight stays,5
May,Icelanders,28183.0,2008,Overnight stays,5
May,Foreigners,89716.0,2008,Overnight stays,5
June,Total,84838.0,2008,Arrivals,6
June,Icelanders,16043.0,2008,Arrivals,6
June,Foreigners,68795.0,2008,Arrivals,6
June,Total,155776.0,2008,Overnight stays,6
June,Icelanders,26083.0,2008,Overnight stays,6
June,Foreigners,129693.0,2008,Overnight stays,6
July,Total,118563.0,2008,Arrivals,7
July,Icelanders,16659.0,2008,Arrivals,7
July,Foreigners,101904.0,2008,Arrivals,7
July,Total,202130.0,2008,Overnight stays,7
July,Icelanders,24804.0,2008,Overnight stays,7
July,Foreigners,177326.0,2008,Overnight stays,7
August,Total,109149.0,2008,Arrivals,8
August,Icelanders,16369.0,2008,Arrivals,8
August,Foreigners,92780.0,2008,Arrivals,8
August,Total,190460.0,2008,Overnight stays,8
August,Icelanders,25885.0,2008,Overnight stays,8
August,Foreigners,164575.0,2008,Overnight stays,8
September,Total,60345.0,2008,Arrivals,9
September,Icelanders,14596.0,2008,Arrivals,9
September,Foreigners,45749.0,2008,Arrivals,9
September,Total,122427.0,2008,Overnight stays,9
September,Icelanders,24326.0,2008,Overnight stays,9
September,Foreigners,98101.0,2008,Overnight stays,9
October,Total,47962.0,2008,Arrivals,10
October,Icelanders,14621.0,2008,Arrivals,10
October,Foreigners,33341.0,2008,Arrivals,10
October,Total,103888.0,2008,Overnight stays,10
October,Icelanders,23747.0,2008,Overnight stays,10
October,Foreigners,80141.0,2008,Overnight stays,10
November,Total,36233.0,2008,Arrivals,11
November,Icelanders,15681.0,2008,Arrivals,11
November,Foreigners,20552.0,2008,Arrivals,11
November,Total,77460.0,2008,Overnight stays,11
November,Icelanders,23340.0,2008,Overnight stays,11
November,Foreigners,54120.0,2008,Overnight stays,11
December,Total,25712.0,2008,Arrivals,12
December,Icelanders,9231.0,2008,Arrivals,12
December,Foreigners,16481.0,2008,Arrivals,12
December,Total,58820.0,2008,Overnight stays,12
December,Icelanders,13443.0,2008,Overnight stays,12
December,Foreigners,45377.0,2008,Overnight stays,12
January,Total,22816.0,2009,Arrivals,1
January,Icelanders,7892.0,2009,Arrivals,1
January,Foreigners,14924.0,2009,Arrivals,1
January,Total,54713.0,2009,Overnight stays,1
January,Icelanders,12317.0,2009,Overnight stays,1
January,Foreigners,42396.0,2009,Overnight stays,1
February,Total,32276.0,2009,Arrivals,2
February,Icelanders,11845.0,2009,Arrivals,2
February,Foreigners,20431.0,2009,Arrivals,2
February,Total,72819.0,2009,Overnight stays,2
February,Icelanders,19541.0,2009,Overnight stays,2
February,Foreigners,53278.0,2009,Overnight stays,2
March,Total,37204.0,2009,Arrivals,3
March,Icelanders,15487.0,2009,Arrivals,3
March,Foreigners,21717.0,2009,Arrivals,3
March,Total,84480.0,2009,Overnight stays,3
March,Icelanders,26496.0,2009,Overnight stays,3
March,Foreigners,57984.0,2009,Overnight stays,3
April,Total,43603.0,2009,Arrivals,4
April,Icelanders,13537.0,2009,Arrivals,4
April,Foreigners,30066.0,2009,Arrivals,4
April,Total,93026.0,2009,Overnight stays,4
April,Icelanders,23373.0,2009,Overnight stays,4
April,Foreigners,69653.0,2009,Overnight stays,4
May,Total,56459.0,2009,Arrivals,5
May,Icelanders,16965.0,2009,Arrivals,5
May,Foreigners,39494.0,2009,Arrivals,5
May,Total,116500.0,2009,Overnight stays,5
May,Icelanders,27349.0,2009,Overnight stays,5
May,Foreigners,89151.0,2009,Overnight stays,5
June,Total,82924.0,2009,Arrivals,6
June,Icelanders,14529.0,2009,Arrivals,6
June,Foreigners,68395.0,2009,Arrivals,6
June,Total,148778.0,2009,Overnight stays,6
June,Icelanders,23279.0,2009,Overnight stays,6
June,Foreigners,125499.0,2009,Overnight stays,6
July,Total,123504.0,2009,Arrivals,7
July,Icelanders,14462.0,2009,Arrivals,7
July,Foreigners,109042.0,2009,Arrivals,7
July,Total,203150.0,2009,Overnight stays,7
July,Icelanders,20906.0,2009,Overnight stays,7
July,Foreigners,182244.0,2009,Overnight stays,7
August,Total,120534.0,2009,Arrivals,8
August,Icelanders,15533.0,2009,Arrivals,8
August,Foreigners,105001.0,2009,Arrivals,8
August,Total,205178.0,2009,Overnight stays,8
August,Icelanders,24195.0,2009,Overnight stays,8
August,Foreigners,180983.0,2009,Overnight stays,8
September,Total,58554.0,2009,Arrivals,9
September,Icelanders,12845.0,2009,Arrivals,9
September,Foreigners,45709.0,2009,Arrivals,9
September,Total,121130.0,2009,Overnight stays,9
September,Icelanders,22615.0,2009,Overnight stays,9
September,Foreigners,98515.0,2009,Overnight stays,9
October,Total,46034.0,2009,Arrivals,10
October,Icelanders,15581.0,2009,Arrivals,10
October,Foreigners,30453.0,2009,Arrivals,10
October,Total,106339.0,2009,Overnight stays,10
October,Icelanders,23863.0,2009,Overnight stays,10
October,Foreigners,82476.0,2009,Overnight stays,10
November,Total,34590.0,2009,Arrivals,11
November,Icelanders,14836.0,2009,Arrivals,11
November,Foreigners,19754.0,2009,Arrivals,11
November,Total,71443.0,2009,Overnight stays,11
November,Icelanders,21715.0,2009,Overnight stays,11
November,Foreigners,49728.0,2009,Overnight stays,11
December,Total,25573.0,2009,Arrivals,12
December,Icelanders,10079.0,2009,Arrivals,12
December,Foreigners,15494.0,2009,Arrivals,12
December,Total,55900.0,2009,Overnight stays,12
December,Icelanders,13970.0,2009,Overnight stays,12
December,Foreigners,41930.0,2009,Overnight stays,12
January,Total,23135.0,2010,Arrivals,1
January,Icelanders,7963.0,2010,Arrivals,1
January,Foreigners,15172.0,2010,Arrivals,1
January,Total,54862.0,2010,Overnight stays,1
January,Icelanders,12813.0,2010,Overnight stays,1
January,Foreigners,42049.0,2010,Overnight stays,1
February,Total,33435.0,2010,Arrivals,2
February,Icelanders,11727.0,2010,Arrivals,2
February,Foreigners,21708.0,2010,Arrivals,2
February,Total,77832.0,2010,Overnight stays,2
February,Icelanders,19881.0,2010,Overnight stays,2
February,Foreigners,57951.0,2010,Overnight stays,2
March,Total,43229.0,2010,Arrivals,3
March,Icelanders,15971.0,2010,Arrivals,3
March,Foreigners,27258.0,2010,Arrivals,3
March,Total,95392.0,2010,Overnight stays,3
March,Icelanders,25867.0,2010,Overnight stays,3
March,Foreigners,69525.0,2010,Overnight stays,3
April,Total,41427.0,2010,Arrivals,4
April,Icelanders,15070.0,2010,Arrivals,4
April,Foreigners,26357.0,2010,Arrivals,4
April,Total,87809.0,2010,Overnight stays,4
April,Icelanders,23995.0,2010,Overnight stays,4
April,Foreigners,63814.0,2010,Overnight stays,4
May,Total,52398.0,2010,Arrivals,5
May,Icelanders,14487.0,2010,Arrivals,5
May,Foreigners,37911.0,2010,Arrivals,5
May,Total,106345.0,2010,Overnight stays,5
May,Icelanders,22422.0,2010,Overnight stays,5
May,Foreigners,83923.0,2010,Overnight stays,5
June,Total,85878.0,2010,Arrivals,6
June,Icelanders,11286.0,2010,Arrivals,6
June,Foreigners,74592.0,2010,Arrivals,6
June,Total,156478.0,2010,Overnight stays,6
June,Icelanders,17692.0,2010,Overnight stays,6
June,Foreigners,138786.0,2010,Overnight stays,6
July,Total,120163.0,2010,Arrivals,7
July,Icelanders,12984.0,2010,Arrivals,7
July,Foreigners,107179.0,2010,Arrivals,7
July,Total,196672.0,2010,Overnight stays,7
July,Icelanders,18043.0,2010,Overnight stays,7
July,Foreigners,178629.0,2010,Overnight stays,7
August,Total,108061.0,2010,Arrivals,8
August,Icelanders,14928.0,2010,Arrivals,8
August,Foreigners,93133.0,2010,Arrivals,8
August,Total,190432.0,2010,Overnight stays,8
August,Icelanders,24150.0,2010,Overnight stays,8
August,Foreigners,166282.0,2010,Overnight stays,8
September,Total,57819.0,2010,Arrivals,9
September,Icelanders,15157.0,2010,Arrivals,9
September,Foreigners,42662.0,2010,Arrivals,9
September,Total,113884.0,2010,Overnight stays,9
September,Icelanders,25693.0,2010,Overnight stays,9
September,Foreigners,88191.0,2010,Overnight stays,9
October,Total,48693.0,2010,Arrivals,10
October,Icelanders,18402.0,2010,Arrivals,10
October,Foreigners,30291.0,2010,Arrivals,10
October,Total,105101.0,2010,Overnight stays,10
October,Icelanders,28095.0,2010,Overnight stays,10
October,Foreigners,77006.0,2010,Overnight stays,10
November,Total,33145.0,2010,Arrivals,11
November,Icelanders,14686.0,2010,Arrivals,11
November,Foreigners,18459.0,2010,Arrivals,11
November,Total,70422.0,2010,Overnight stays,11
November,Icelanders,21515.0,2010,Overnight stays,11
November,Foreigners,48907.0,2010,Overnight stays,11
December,Total,25908.0,2010,Arrivals,12
December,Icelanders,10648.0,2010,Arrivals,12
December,Foreigners,15260.0,2010,Arrivals,12
December,Total,54284.0,2010,Overnight stays,12
December,Icelanders,15728.0,2010,Overnight stays,12
December,Foreigners,38556.0,2010,Overnight stays,12
January,Total,22877.0,2011,Arrivals,1
January,Icelanders,7286.0,2011,Arrivals,1
January,Foreigners,15591.0,2011,Arrivals,1
January,Total,53588.0,2011,Overnight stays,1
January,Icelanders,11357.0,2011,Overnight stays,1
January,Foreigners,42231.0,2011,Overnight stays,1
February,Total,35343.0,2011,Arrivals,2
February,Icelanders,11795.0,2011,Arrivals,2
February,Foreigners,23548.0,2011,Arrivals,2
February,Total,79892.0,2011,Overnight stays,2
February,Icelanders,19497.0,2011,Overnight stays,2
February,Foreigners,60395.0,2011,Overnight stays,2
March,Total,43346.0,2011,Arrivals,3
March,Icelanders,15982.0,2011,Arrivals,3
March,Foreigners,27364.0,2011,Arrivals,3
March,Total,97299.0,2011,Overnight stays,3
March,Icelanders,25990.0,2011,Overnight stays,3
March,Foreigners,71309.0,2011,Overnight stays,3
April,Total,51618.0,2011,Arrivals,4
April,Icelanders,16939.0,2011,Arrivals,4
April,Foreigners,34679.0,2011,Arrivals,4
April,Total,109244.0,2011,Overnight stays,4
April,Icelanders,27212.0,2011,Overnight stays,4
April,Foreigners,82032.0,2011,Overnight stays,4
May,Total,60697.0,2011,Arrivals,5
May,Icelanders,15663.0,2011,Arrivals,5
May,Foreigners,45034.0,2011,Arrivals,5
May,Total,120522.0,2011,Overnight stays,5
May,Icelanders,23154.0,2011,Overnight stays,5
May,Foreigners,97368.0,2011,Overnight stays,5
June,Total,99047.0,2011,Arrivals,6
June,Icelanders,15365.0,2011,Arrivals,6
June,Foreigners,83682.0,2011,Arrivals,6
June,Total,178742.0,2011,Overnight stays,6
June,Icelanders,24689.0,2011,Overnight stays,6
June,Foreigners,154053.0,2011,Overnight stays,6
July,Total,138255.0,2011,Arrivals,7
July,Icelanders,15919.0,2011,Arrivals,7
July,Foreigners,122336.0,2011,Arrivals,7
July,Total,227480.0,2011,Overnight stays,7
July,Icelanders,23407.0,2011,Overnight stays,7
July,Foreigners,204073.0,2011,Overnight stays,7
August,Total,128945.0,2011,Arrivals,8
August,Icelanders,16782.0,2011,Arrivals,8
August,Foreigners,112163.0,2011,Arrivals,8
August,Total,218492.0,2011,Overnight stays,8
August,Icelanders,26693.0,2011,Overnight stays,8
August,Foreigners,191799.0,2011,Overnight stays,8
September,Total,70166.0,2011,Arrivals,9
September,Icelanders,15480.0,2011,Arrivals,9
September,Foreigners,54686.0,2011,Arrivals,9
September,Total,136473.0,2011,Overnight stays,9
September,Icelanders,24774.0,2011,Overnight stays,9
September,Foreigners,111699.0,2011,Overnight stays,9
October,Total,54279.0,2011,Arrivals,10
October,Icelanders,16900.0,2011,Arrivals,10
October,Foreigners,37379.0,2011,Arrivals,10
October,Total,117133.0,2011,Overnight stays,10
October,Icelanders,27276.0,2011,Overnight stays,10
October,Foreigners,89857.0,2011,Overnight stays,10
November,Total,35166.0,2011,Arrivals,11
November,Icelanders,13686.0,2011,Arrivals,11
November,Foreigners,21480.0,2011,Arrivals,11
November,Total,77621.0,2011,Overnight stays,11
November,Icelanders,21324.0,2011,Overnight stays,11
November,Foreigners,56297.0,2011,Overnight stays,11
December,Total,29579.0,2011,Arrivals,12
December,Icelanders,10892.0,2011,Arrivals,12
December,Foreigners,18687.0,2011,Arrivals,12
December,Total,69321.0,2011,Overnight stays,12
December,Icelanders,16483.0,2011,Overnight stays,12
December,Foreigners,52838.0,2011,Overnight stays,12
January,Total,28961.0,2012,Arrivals,1
January,Icelanders,8106.0,2012,Arrivals,1
January,Foreigners,20855.0,2012,Arrivals,1
January,Total,72302.0,2012,Overnight stays,1
January,Icelanders,13984.0,2012,Overnight stays,1
January,Foreigners,58318.0,2012,Overnight stays,1
February,Total,45324.0,2012,Arrivals,2
February,Icelanders,13528.0,2012,Arrivals,2
February,Foreigners,31796.0,2012,Arrivals,2
February,Total,103187.0,2012,Overnight stays,2
February,Icelanders,23074.0,2012,Overnight stays,2
February,Foreigners,80113.0,2012,Overnight stays,2
March,Total,58104.0,2012,Arrivals,3
March,Icelanders,18565.0,2012,Arrivals,3
March,Foreigners,39539.0,2012,Arrivals,3
March,Total,133517.0,2012,Overnight stays,3
March,Icelanders,30547.0,2012,Overnight stays,3
March,Foreigners,102970.0,2012,Overnight stays,3
April,Total,51776.0,2012,Arrivals,4
April,Icelanders,14906.0,2012,Arrivals,4
April,Foreigners,36870.0,2012,Arrivals,4
April,Total,120830.0,2012,Overnight stays,4
April,Icelanders,25270.0,2012,Overnight stays,4
April,Foreigners,95560.0,2012,Overnight stays,4
May,Total,69181.0,2012,Arrivals,5
May,Icelanders,17651.0,2012,Arrivals,5
May,Foreigners,51530.0,2012,Arrivals,5
May,Total,139541.0,2012,Overnight stays,5
May,Icelanders,27182.0,2012,Overnight stays,5
May,Foreigners,112359.0,2012,Overnight stays,5
June,Total,115042.0,2012,Arrivals,6
June,Icelanders,16820.0,2012,Arrivals,6
June,Foreigners,98222.0,2012,Arrivals,6
June,Total,208349.0,2012,Overnight stays,6
June,Icelanders,28429.0,2012,Overnight stays,6
June,Foreigners,179920.0,2012,Overnight stays,6
July,Total,161479.0,2012,Arrivals,7
July,Icelanders,16769.0,2012,Arrivals,7
July,Foreigners,144710.0,2012,Arrivals,7
July,Total,263797.0,2012,Overnight stays,7
July,Icelanders,26405.0,2012,Overnight stays,7
July,Foreigners,237392.0,2012,Overnight stays,7
August,Total,146361.0,2012,Arrivals,8
August,Icelanders,17262.0,2012,Arrivals,8
August,Foreigners,129099.0,2012,Arrivals,8
August,Total,248256.0,2012,Overnight stays,8
August,Icelanders,27186.0,2012,Overnight stays,8
August,Foreigners,221070.0,2012,Overnight stays,8
September,Total,80296.0,2012,Arrivals,9
September,Icelanders,17680.0,2012,Arrivals,9
September,Foreigners,62616.0,2012,Arrivals,9
September,Total,158660.0,2012,Overnight stays,9
September,Icelanders,28696.0,2012,Overnight stays,9
September,Foreigners,129964.0,2012,Overnight stays,9
October,Total,61387.0,2012,Arrivals,10
October,Icelanders,16380.0,2012,Arrivals,10
October,Foreigners,45007.0,2012,Arrivals,10
October,Total,133570.0,2012,Overnight stays,10
October,Icelanders,27531.0,2012,Overnight stays,10
October,Foreigners,106039.0,2012,Overnight stays,10
November,Total,49310.0,2012,Arrivals,11
November,Icelanders,16802.0,2012,Arrivals,11
November,Foreigners,32508.0,2012,Arrivals,11
November,Total,115438.0,2012,Overnight stays,11
November,Icelanders,28557.0,2012,Overnight stays,11
November,Foreigners,86881.0,2012,Overnight stays,11
December,Total,38081.0,2012,Arrivals,12
December,Icelanders,13195.0,2012,Arrivals,12
December,Foreigners,24886.0,2012,Arrivals,12
December,Total,89196.0,2012,Overnight stays,12
December,Icelanders,20105.0,2012,Overnight stays,12
December,Foreigners,69091.0,2012,Overnight stays,12
January,Total,37690.0,2013,Arrivals,1
January,Icelanders,8971.0,2013,Arrivals,1
January,Foreigners,28719.0,2013,Arrivals,1
January,Total,91145.0,2013,Overnight stays,1
January,Icelanders,16058.0,2013,Overnight stays,1
January,Foreigners,75087.0,2013,Overnight stays,1
February,Total,58605.0,2013,Arrivals,2
February,Icelanders,13399.0,2013,Arrivals,2
February,Foreigners,45206.0,2013,Arrivals,2
February,Total,141767.0,2013,Overnight stays,2
February,Icelanders,25121.0,2013,Overnight stays,2
February,Foreigners,116646.0,2013,Overnight stays,2
March,Total,71056.0,2013,Arrivals,3
March,Icelanders,18689.0,2013,Arrivals,3
March,Foreigners,52367.0,2013,Arrivals,3
March,Total,167544.0,2013,Overnight stays,3
March,Icelanders,33649.0,2013,Overnight stays,3
March,Foreigners,133895.0,2013,Overnight stays,3
April,Total,59112.0,2013,Arrivals,4
April,Icelanders,16820.0,2013,Arrivals,4
April,Foreigners,42292.0,2013,Arrivals,4
April,Total,132297.0,2013,Overnight stays,4
April,Icelanders,28545.0,2013,Overnight stays,4
April,Foreigners,103752.0,2013,Overnight stays,4
May,Total,80895.0,2013,Arrivals,5
May,Icelanders,19513.0,2013,Arrivals,5
May,Foreigners,61382.0,2013,Arrivals,5
May,Total,160557.0,2013,Overnight stays,5
May,Icelanders,33137.0,2013,Overnight stays,5
May,Foreigners,127420.0,2013,Overnight stays,5
June,Total,132004.0,2013,Arrivals,6
June,Icelanders,18736.0,2013,Arrivals,6
June,Foreigners,113268.0,2013,Arrivals,6
June,Total,231809.0,2013,Overnight stays,6
June,Icelanders,29760.0,2013,Overnight stays,6
June,Foreigners,202049.0,2013,Overnight stays,6
July,Total,177453.0,2013,Arrivals,7
July,Icelanders,17049.0,2013,Arrivals,7
July,Foreigners,160404.0,2013,Arrivals,7
July,Total,285435.0,2013,Overnight stays,7
July,Icelanders,26331.0,2013,Overnight stays,7
July,Foreigners,259104.0,2013,Overnight stays,7
August,Total,159645.0,2013,Arrivals,8
August,Icelanders,17926.0,2013,Arrivals,8
August,Foreigners,141719.0,2013,Arrivals,8
August,Total,259891.0,2013,Overnight stays,8
August,Icelanders,28030.0,2013,Overnight stays,8
August,Foreigners,231861.0,2013,Overnight stays,8
September,Total,86210.0,2013,Arrivals,9
September,Icelanders,19401.0,2013,Arrivals,9
September,Foreigners,66809.0,2013,Arrivals,9
September,Total,167097.0,2013,Overnight stays,9
September,Icelanders,35286.0,2013,Overnight stays,9
September,Foreigners,131811.0,2013,Overnight stays,9
October,Total,74402.0,2013,Arrivals,10
October,Icelanders,20710.0,2013,Arrivals,10
October,Foreigners,53692.0,2013,Arrivals,10
October,Total,157847.0,2013,Overnight stays,10
October,Icelanders,36180.0,2013,Overnight stays,10
October,Foreigners,121667.0,2013,Overnight stays,10
November,Total,61472.0,2013,Arrivals,11
November,Icelanders,19019.0,2013,Arrivals,11
November,Foreigners,42453.0,2013,Arrivals,11
November,Total,137675.0,2013,Overnight stays,11
November,Icelanders,29821.0,2013,Overnight stays,11
November,Foreigners,107854.0,2013,Overnight stays,11
December,Total,48697.0,2013,Arrivals,12
December,Icelanders,12081.0,2013,Arrivals,12
December,Foreigners,36616.0,2013,Arrivals,12
December,Total,117099.0,2013,Overnight stays,12
December,Icelanders,19121.0,2013,Overnight stays,12
December,Foreigners,97978.0,2013,Overnight stays,12
January,Total,49252.0,2014,Arrivals,1
January,Icelanders,10875.0,2014,Arrivals,1
January,Foreigners,38377.0,2014,Arrivals,1
January,Total,119522.0,2014,Overnight stays,1
January,Icelanders,19923.0,2014,Overnight stays,1
January,Foreigners,99599.0,2014,Overnight stays,1
February,Total,70906.0,2014,Arrivals,2
February,Icelanders,14922.0,2014,Arrivals,2
February,Foreigners,55984.0,2014,Arrivals,2
February,Total,160444.0,2014,Overnight stays,2
February,Icelanders,24911.0,2014,Overnight stays,2
February,Foreigners,135533.0,2014,Overnight stays,2
March,Total,84453.0,2014,Arrivals,3
March,Icelanders,19876.0,2014,Arrivals,3
March,Foreigners,64577.0,2014,Arrivals,3
March,Total,190004.0,2014,Overnight stays,3
March,Icelanders,32591.0,2014,Overnight stays,3
March,Foreigners,157413.0,2014,Overnight stays,3
April,Total,72044.0,2014,Arrivals,4
April,Icelanders,19030.0,2014,Arrivals,4
April,Foreigners,53014.0,2014,Arrivals,4
April,Total,157418.0,2014,Overnight stays,4
April,Icelanders,32935.0,2014,Overnight stays,4
April,Foreigners,124483.0,2014,Overnight stays,4
May,Total,90539.0,2014,Arrivals,5
May,Icelanders,21387.0,2014,Arrivals,5
May,Foreigners,69152.0,2014,Arrivals,5
May,Total,179956.0,2014,Overnight stays,5
May,Icelanders,35838.0,2014,Overnight stays,5
May,Foreigners,144118.0,2014,Overnight stays,5
June,Total,141691.0,2014,Arrivals,6
June,Icelanders,16249.0,2014,Arrivals,6
