Country,YearMonth,Passengers,Year,Month_num,Month
U.S.A.,2022M09,53317.0,2022,9,September
Belgium,2022M09,2565.0,2022,9,September
U.K.,2022M09,10791.0,2022,9,September
Denmark,2022M09,5439.0,2022,9,September
Estonia / Latvia / Lithuania,2022M09,2786.0,2022,9,September
Finland,2022M09,1891.0,2022,9,September
France,2022M09,8345.0,2022,9,September
Netherlands,2022M09,7267.0,2022,9,September
Hong Kong,2022M09,296.0,2022,9,September
India,2022M09,1765.0,2022,9,September
Ireland,2022M09,939.0,2022,9,September
Israel,2022M09,1904.0,2022,9,September
Italy,2022M09,5887.0,2022,9,September
Japan,2022M09,517.0,2022,9,September
Canada,2022M09,7003.0,2022,9,September
China,2022M09,1500.0,2022,9,September
Norway,2022M09,3032.0,2022,9,September
Poland,2022M09,7639.0,2022,9,September
Russia,2022M09,416.0,2022,9,September
Singapore,2022M09,668.0,2022,9,September
Spain,2022M09,8358.0,2022,9,September
Sourh Korea,2022M09,592.0,2022,9,September
Switzherland,2022M09,2559.0,2022,9,September
Sweden,2022M09,3448.0,2022,9,September
Taiwan,2022M09,429.0,2022,9,September
Germany,2022M09,15965.0,2022,9,September
Other Countries,2022M09,17560.0,2022,9,September
Total Passengers,2022M10,230323.0,2022,10,October
Iceland,2022M10,71536.0,2022,10,October
Foreigners,2022M10,158787.0,2022,10,October
Austria,2022M10,849.0,2022,10,October
Australia / New Zealand,2022M10,1262.0,2022,10,October
U.S.A.,2022M10,51915.0,2022,10,October
Belgium,2022M10,766.0,2022,10,October
U.K.,2022M10,24714.0,2022,10,October
Denmark,2022M10,6242.0,2022,10,October
Estonia / Latvia / Lithuania,2022M10,1172.0,2022,10,October
Finland,2022M10,1052.0,2022,10,October
France,2022M10,4199.0,2022,10,October
Netherlands,2022M10,3786.0,2022,10,October
Hong Kong,2022M10,165.0,2022,10,October
India,2022M10,1863.0,2022,10,October
Ireland,2022M10,1991.0,2022,10,October
Israel,2022M10,481.0,2022,10,October
Italy,2022M10,4364.0,2022,10,October
Japan,2022M10,263.0,2022,10,October
Canada,2022M10,3478.0,2022,10,October
China,2022M10,1600.0,2022,10,October
Norway,2022M10,2592.0,2022,10,October
Poland,2022M10,7572.0,2022,10,October
Russia,2022M10,128.0,2022,10,October
Singapore,2022M10,931.0,2022,10,October
Spain,2022M10,4124.0,2022,10,October
Sourh Korea,2022M10,458.0,2022,10,October
Switzherland,2022M10,2186.0,2022,10,October
Sweden,2022M10,2224.0,2022,10,October
Taiwan,2022M10,466.0,2022,10,October
Germany,2022M10,9255.0,2022,10,October
Other Countries,2022M10,18689.0,2022,10,October
Total Passengers,2022M11,172561.0,2022,11,November
Iceland,2022M11,34368.0,2022,11,November
Foreigners,2022M11,138193.0,2022,11,November
Austria,2022M11,667.0,2022,11,November
Australia / New Zealand,2022M11,1448.0,2022,11,November
U.S.A.,2022M11,42484.0,2022,11,November
Belgium,2022M11,969.0,2022,11,November
U.K.,2022M11,34462.0,2022,11,November
Denmark,2022M11,2927.0,2022,11,November
Estonia / Latvia / Lithuania,2022M11,1042.0,2022,11,November
Finland,2022M11,698.0,2022,11,November
France,2022M11,4532.0,2022,11,November
Netherlands,2022M11,2292.0,2022,11,November
Hong Kong,2022M11,552.0,2022,11,November
India,2022M11,740.0,2022,11,November
Ireland,2022M11,3250.0,2022,11,November
Israel,2022M11,94.0,2022,11,November
Italy,2022M11,1427.0,2022,11,November
Japan,2022M11,667.0,2022,11,November
Canada,2022M11,2542.0,2022,11,November
China,2022M11,1677.0,2022,11,November
Norway,2022M11,698.0,2022,11,November
Poland,2022M11,3573.0,2022,11,November
Russia,2022M11,104.0,2022,11,November
Singapore,2022M11,1063.0,2022,11,November
Spain,2022M11,2552.0,2022,11,November
Sourh Korea,2022M11,1469.0,2022,11,November
Switzherland,2022M11,1396.0,2022,11,November
Sweden,2022M11,1042.0,2022,11,November
Taiwan,2022M11,271.0,2022,11,November
Germany,2022M11,7272.0,2022,11,November
Other Countries,2022M11,16283.0,2022,11,November
Total Passengers,2022M12,156976.0,2022,12,December
Iceland,2022M12,42188.0,2022,12,December
Foreigners,2022M12,114788.0,2022,12,December
Austria,2022M12,695.0,2022,12,December
Australia / New Zealand,2022M12,1687.0,2022,12,December
U.S.A.,2022M12,21839.0,2022,12,December
Belgium,2022M12,322.0,2022,12,December
U.K.,2022M12,27689.0,2022,12,December
Denmark,2022M12,2546.0,2022,12,December
Estonia / Latvia / Lithuania,2022M12,3462.0,2022,12,December
Finland,2022M12,625.0,2022,12,December
France,2022M12,4624.0,2022,12,December
Netherlands,2022M12,2799.0,2022,12,December
Hong Kong,2022M12,562.0,2022,12,December
India,2022M12,840.0,2022,12,December
Ireland,2022M12,2217.0,2022,12,December
Israel,2022M12,88.0,2022,12,December
Italy,2022M12,3020.0,2022,12,December
Japan,2022M12,783.0,2022,12,December
Canada,2022M12,1914.0,2022,12,December
China,2022M12,5003.0,2022,12,December
Norway,2022M12,714.0,2022,12,December
Poland,2022M12,7878.0,2022,12,December
Russia,2022M12,158.0,2022,12,December
Singapore,2022M12,878.0,2022,12,December
Spain,2022M12,2464.0,2022,12,December
Sourh Korea,2022M12,986.0,2022,12,December
Switzherland,2022M12,594.0,2022,12,December
Sweden,2022M12,1282.0,2022,12,December
Taiwan,2022M12,486.0,2022,12,December
Germany,2022M12,4890.0,2022,12,December
Other Countries,2022M12,13743.0,2022,12,December
Total Passengers,2023M01,162894.0,2023,1,January
Iceland,2023M01,41841.0,2023,1,January
Foreigners,2023M01,121053.0,2023,1,January
Austria,2023M01,759.0,2023,1,January
Australia / New Zealand,2023M01,2158.0,2023,1,January
U.S.A.,2023M01,28386.0,2023,1,January
Belgium,2023M01,321.0,2023,1,January
U.K.,2023M01,29638.0,2023,1,January
Denmark,2023M01,2839.0,2023,1,January
Estonia / Latvia / Lithuania,2023M01,2674.0,2023,1,January
Finland,2023M01,532.0,2023,1,January
France,2023M01,3887.0,2023,1,January
Netherlands,2023M01,2588.0,2023,1,January
Hong Kong,2023M01,461.0,2023,1,January
India,2023M01,555.0,2023,1,January
Ireland,2023M01,3026.0,2023,1,January
Israel,2023M01,55.0,2023,1,January
Italy,2023M01,4457.0,2023,1,January
Japan,2023M01,1064.0,2023,1,January
Canada,2023M01,1462.0,2023,1,January
China,2023M01,4786.0,2023,1,January
Norway,2023M01,657.0,2023,1,January
Poland,2023M01,5161.0,2023,1,January
Russia,2023M01,195.0,2023,1,January
Singapore,2023M01,227.0,2023,1,January
Spain,2023M01,2158.0,2023,1,January
Sourh Korea,2023M01,985.0,2023,1,January
Switzherland,2023M01,688.0,2023,1,January
Sweden,2023M01,1236.0,2023,1,January
Taiwan,2023M01,946.0,2023,1,January
Germany,2023M01,5677.0,2023,1,January
Other Countries,2023M01,13475.0,2023,1,January
Total Passengers,2023M02,176278.0,2023,2,February
Iceland,2023M02,39201.0,2023,2,February
Foreigners,2023M02,137077.0,2023,2,February
Austria,2023M02,1333.0,2023,2,February
Australia / New Zealand,2023M02,1295.0,2023,2,February
U.S.A.,2023M02,20686.0,2023,2,February
Belgium,2023M02,1030.0,2023,2,February
U.K.,2023M02,39332.0,2023,2,February
Denmark,2023M02,3695.0,2023,2,February
Estonia / Latvia / Lithuania,2023M02,1699.0,2023,2,February
Finland,2023M02,771.0,2023,2,February
France,2023M02,9209.0,2023,2,February
Netherlands,2023M02,2520.0,2023,2,February
Hong Kong,2023M02,455.0,2023,2,February
India,2023M02,827.0,2023,2,February
Ireland,2023M02,5009.0,2023,2,February
Israel,2023M02,183.0,2023,2,February
Italy,2023M02,4674.0,2023,2,February
Japan,2023M02,1017.0,2023,2,February
Canada,2023M02,1503.0,2023,2,February
China,2023M02,3044.0,2023,2,February
Norway,2023M02,1049.0,2023,2,February
Poland,2023M02,5470.0,2023,2,February
Russia,2023M02,177.0,2023,2,February
Singapore,2023M02,663.0,2023,2,February
Spain,2023M02,2836.0,2023,2,February
Sourh Korea,2023M02,1301.0,2023,2,February
Switzherland,2023M02,2097.0,2023,2,February
Sweden,2023M02,1156.0,2023,2,February
Taiwan,2023M02,436.0,2023,2,February
Germany,2023M02,9367.0,2023,2,February
Other Countries,2023M02,14243.0,2023,2,February
Total Passengers,2023M03,201071.0,2023,3,March
Iceland,2023M03,40155.0,2023,3,March
Foreigners,2023M03,160916.0,2023,3,March
Austria,2023M03,1057.0,2023,3,March
Australia / New Zealand,2023M03,1307.0,2023,3,March
U.S.A.,2023M03,30749.0,2023,3,March
Belgium,2023M03,1375.0,2023,3,March
U.K.,2023M03,37989.0,2023,3,March
Denmark,2023M03,3488.0,2023,3,March
Estonia / Latvia / Lithuania,2023M03,2892.0,2023,3,March
Finland,2023M03,1219.0,2023,3,March
France,2023M03,7430.0,2023,3,March
Netherlands,2023M03,3441.0,2023,3,March
Hong Kong,2023M03,643.0,2023,3,March
India,2023M03,1917.0,2023,3,March
Ireland,2023M03,2310.0,2023,3,March
Israel,2023M03,237.0,2023,3,March
Italy,2023M03,7579.0,2023,3,March
Japan,2023M03,1172.0,2023,3,March
Canada,2023M03,2513.0,2023,3,March
China,2023M03,3447.0,2023,3,March
Norway,2023M03,1890.0,2023,3,March
Poland,2023M03,8852.0,2023,3,March
Russia,2023M03,68.0,2023,3,March
Singapore,2023M03,948.0,2023,3,March
Spain,2023M03,3651.0,2023,3,March
Sourh Korea,2023M03,1761.0,2023,3,March
Switzherland,2023M03,1402.0,2023,3,March
Sweden,2023M03,1483.0,2023,3,March
Taiwan,2023M03,1686.0,2023,3,March
Germany,2023M03,10559.0,2023,3,March
Other Countries,2023M03,17851.0,2023,3,March
Total Passengers,2023M04,198708.0,2023,4,April
Iceland,2023M04,56528.0,2023,4,April
Foreigners,2023M04,142180.0,2023,4,April
Austria,2023M04,1039.0,2023,4,April
Australia / New Zealand,2023M04,1117.0,2023,4,April
U.S.A.,2023M04,37834.0,2023,4,April
Belgium,2023M04,1046.0,2023,4,April
U.K.,2023M04,23584.0,2023,4,April
Denmark,2023M04,4710.0,2023,4,April
Estonia / Latvia / Lithuania,2023M04,1921.0,2023,4,April
Finland,2023M04,1686.0,2023,4,April
France,2023M04,5841.0,2023,4,April
Netherlands,2023M04,2277.0,2023,4,April
Hong Kong,2023M04,398.0,2023,4,April
India,2023M04,1174.0,2023,4,April
Ireland,2023M04,1850.0,2023,4,April
Israel,2023M04,213.0,2023,4,April
Italy,2023M04,4518.0,2023,4,April
Japan,2023M04,811.0,2023,4,April
Canada,2023M04,2647.0,2023,4,April
China,2023M04,2511.0,2023,4,April
Norway,2023M04,3187.0,2023,4,April
Poland,2023M04,9035.0,2023,4,April
Russia,2023M04,242.0,2023,4,April
Singapore,2023M04,477.0,2023,4,April
Spain,2023M04,3756.0,2023,4,April
Sourh Korea,2023M04,619.0,2023,4,April
Switzherland,2023M04,1487.0,2023,4,April
Sweden,2023M04,2504.0,2023,4,April
Taiwan,2023M04,839.0,2023,4,April
Germany,2023M04,7854.0,2023,4,April
Other Countries,2023M04,17003.0,2023,4,April
Total Passengers,2023M05,220094.0,2023,5,May
Iceland,2023M05,61782.0,2023,5,May
Foreigners,2023M05,158312.0,2023,5,May
Austria,2023M05,2099.0,2023,5,May
Australia / New Zealand,2023M05,2178.0,2023,5,May
U.S.A.,2023M05,40619.0,2023,5,May
Belgium,2023M05,835.0,2023,5,May
U.K.,2023M05,6928.0,2023,5,May
Denmark,2023M05,5100.0,2023,5,May
Estonia / Latvia / Lithuania,2023M05,4840.0,2023,5,May
Finland,2023M05,2110.0,2023,5,May
France,2023M05,10572.0,2023,5,May
Netherlands,2023M05,9105.0,2023,5,May
Hong Kong,2023M05,756.0,2023,5,May
India,2023M05,1151.0,2023,5,May
Ireland,2023M05,711.0,2023,5,May
Israel,2023M05,733.0,2023,5,May
Italy,2023M05,4728.0,2023,5,May
Japan,2023M05,564.0,2023,5,May
Canada,2023M05,3250.0,2023,5,May
China,2023M05,1219.0,2023,5,May
Norway,2023M05,3407.0,2023,5,May
Poland,2023M05,14645.0,2023,5,May
Russia,2023M05,575.0,2023,5,May
Singapore,2023M05,812.0,2023,5,May
Spain,2023M05,3746.0,2023,5,May
Sourh Korea,2023M05,417.0,2023,5,May
Switzherland,2023M05,632.0,2023,5,May
Sweden,2023M05,1828.0,2023,5,May
Taiwan,2023M05,1264.0,2023,5,May
Germany,2023M05,9410.0,2023,5,May
Other Countries,2023M05,24078.0,2023,5,May
Total Passengers,2023M06,289040.0,2023,6,June
Iceland,2023M06,55731.0,2023,6,June
Foreigners,2023M06,233309.0,2023,6,June
Austria,2023M06,2012.0,2023,6,June
Australia / New Zealand,2023M06,1887.0,2023,6,June
U.S.A.,2023M06,101006.0,2023,6,June
Belgium,2023M06,739.0,2023,6,June
U.K.,2023M06,10254.0,2023,6,June
Denmark,2023M06,3410.0,2023,6,June
Estonia / Latvia / Lithuania,2023M06,2751.0,2023,6,June
Finland,2023M06,637.0,2023,6,June
France,2023M06,9697.0,2023,6,June
Netherlands,2023M06,6002.0,2023,6,June
Hong Kong,2023M06,523.0,2023,6,June
India,2023M06,2330.0,2023,6,June
Ireland,2023M06,557.0,2023,6,June
Israel,2023M06,1216.0,2023,6,June
Italy,2023M06,5070.0,2023,6,June
Japan,2023M06,716.0,2023,6,June
Canada,2023M06,5400.0,2023,6,June
China,2023M06,2546.0,2023,6,June
Norway,2023M06,3285.0,2023,6,June
Poland,2023M06,16313.0,2023,6,June
Russia,2023M06,318.0,2023,6,June
Singapore,2023M06,1069.0,2023,6,June
Spain,2023M06,5957.0,2023,6,June
Sourh Korea,2023M06,580.0,2023,6,June
Switzherland,2023M06,1887.0,2023,6,June
Sweden,2023M06,3763.0,2023,6,June
Taiwan,2023M06,603.0,2023,6,June
Germany,2023M06,17723.0,2023,6,June
Other Countries,2023M06,25058.0,2023,6,June
Total Passengers,2023M07,346379.0,2023,7,July
Iceland,2023M07,71088.0,2023,7,July
Foreigners,2023M07,275291.0,2023,7,July
Austria,2023M07,2150.0,2023,7,July
Australia / New Zealand,2023M07,1615.0,2023,7,July
U.S.A.,2023M07,113568.0,2023,7,July
Belgium,2023M07,941.0,2023,7,July
U.K.,2023M07,11008.0,2023,7,July
Denmark,2023M07,7580.0,2023,7,July
Estonia / Latvia / Lithuania,2023M07,4469.0,2023,7,July
Finland,2023M07,852.0,2023,7,July
France,2023M07,13624.0,2023,7,July
Netherlands,2023M07,4984.0,2023,7,July
Hong Kong,2023M07,377.0,2023,7,July
India,2023M07,1575.0,2023,7,July
Ireland,2023M07,614.0,2023,7,July
Israel,2023M07,3101.0,2023,7,July
Italy,2023M07,8670.0,2023,7,July
Japan,2023M07,664.0,2023,7,July
Canada,2023M07,7560.0,2023,7,July
China,2023M07,3557.0,2023,7,July
Norway,2023M07,4488.0,2023,7,July
Poland,2023M07,20381.0,2023,7,July
Russia,2023M07,406.0,2023,7,July
Singapore,2023M07,525.0,2023,7,July
Spain,2023M07,6163.0,2023,7,July
Sourh Korea,2023M07,327.0,2023,7,July
Switzherland,2023M07,1952.0,2023,7,July
Sweden,2023M07,3755.0,2023,7,July
Taiwan,2023M07,594.0,2023,7,July
Germany,2023M07,21967.0,2023,7,July
Other Countries,2023M07,27824.0,2023,7,July
Total Passengers,2023M08,326782.0,2023,8,August
Iceland,2023M08,46061.0,2023,8,August
Foreigners,2023M08,280721.0,2023,8,August
Austria,2023M08,3629.0,2023,8,August
Australia / New Zealand,2023M08,3051.0,2023,8,August
U.S.A.,2023M08,86660.0,2023,8,August
Belgium,2023M08,2092.0,2023,8,August
U.K.,2023M08,14091.0,2023,8,August
Denmark,2023M08,7304.0,2023,8,August
Estonia / Latvia / Lithuania,2023M08,4230.0,2023,8,August
Finland,2023M08,1522.0,2023,8,August
France,2023M08,16952.0,2023,8,August
Netherlands,2023M08,5539.0,2023,8,August
Hong Kong,2023M08,837.0,2023,8,August
India,2023M08,1415.0,2023,8,August
Ireland,2023M08,1050.0,2023,8,August
Israel,2023M08,4542.0,2023,8,August
Italy,2023M08,18511.0,2023,8,August
Japan,2023M08,1248.0,2023,8,August
Canada,2023M08,11124.0,2023,8,August
China,2023M08,4679.0,2023,8,August
Norway,2023M08,3416.0,2023,8,August
Poland,2023M08,15932.0,2023,8,August
Russia,2023M08,373.0,2023,8,August
Singapore,2023M08,479.0,2023,8,August
Spain,2023M08,15795.0,2023,8,August
Sourh Korea,2023M08,966.0,2023,8,August
Switzherland,2023M08,4504.0,2023,8,August
Sweden,2023M08,4436.0,2023,8,August
Taiwan,2023M08,1202.0,2023,8,August
Germany,2023M08,21144.0,2023,8,August
Other Countries,2023M08,23998.0,2023,8,August
Total Passengers,2023M09,268355.0,2023,9,September
Iceland,2023M09,50120.0,2023,9,September
Foreigners,2023M09,218235.0,2023,9,September
Austria,2023M09,2836.0,2023,9,September
Australia / New Zealand,2023M09,4175.0,2023,9,September
U.S.A.,2023M09,70492.0,2023,9,September
Belgium,2023M09,2426.0,2023,9,September
U.K.,2023M09,10958.0,2023,9,September
Denmark,2023M09,4309.0,2023,9,September
Estonia / Latvia / Lithuania,2023M09,2545.0,2023,9,September
Finland,2023M09,1812.0,2023,9,September
France,2023M09,8508.0,2023,9,September
Netherlands,2023M09,4813.0,2023,9,September
Hong Kong,2023M09,764.0,2023,9,September
India,2023M09,2623.0,2023,9,September
Ireland,2023M09,1150.0,2023,9,September
Israel,2023M09,2781.0,2023,9,September
Italy,2023M09,8571.0,2023,9,September
Japan,2023M09,867.0,2023,9,September
Canada,2023M09,10974.0,2023,9,September
China,2023M09,3931.0,2023,9,September
Norway,2023M09,3466.0,2023,9,September
Poland,2023M09,11376.0,2023,9,September
Russia,2023M09,449.0,2023,9,September
Singapore,2023M09,945.0,2023,9,September
Spain,2023M09,9721.0,2023,9,September
Sourh Korea,2023M09,662.0,2023,9,September
Switzherland,2023M09,3293.0,2023,9,September
Sweden,2023M09,2584.0,2023,9,September
Taiwan,2023M09,1253.0,2023,9,September
Germany,2023M09,16496.0,2023,9,September
Other Countries,2023M09,23455.0,2023,9,September
Total Passengers,2023M10,260912.0,2023,10,October
Iceland,2023M10,57933.0,2023,10,October
Foreigners,2023M10,202979.0,2023,10,October
Austria,2023M10,2108.0,2023,10,October
Australia / New Zealand,2023M10,2794.0,2023,10,October
U.S.A.,2023M10,52505.0,2023,10,October
Belgium,2023M10,1042.0,2023,10,October
U.K.,2023M10,28268.0,2023,10,October
Denmark,2023M10,4176.0,2023,10,October
Estonia / Latvia / Lithuania,2023M10,3093.0,2023,10,October
Finland,2023M10,1276.0,2023,10,October
France,2023M10,6607.0,2023,10,October
Netherlands,2023M10,6356.0,2023,10,October
Hong Kong,2023M10,1058.0,2023,10,October
India,2023M10,2794.0,2023,10,October
Ireland,2023M10,2407.0,2023,10,October
Israel,2023M10,888.0,2023,10,October
Italy,2023M10,5161.0,2023,10,October
Japan,2023M10,1082.0,2023,10,October
Canada,2023M10,7220.0,2023,10,October
China,2023M10,7333.0,2023,10,October
Norway,2023M10,3497.0,2023,10,October
Poland,2023M10,9126.0,2023,10,October
Russia,2023M10,234.0,2023,10,October
Singapore,2023M10,1866.0,2023,10,October
Spain,2023M10,6607.0,2023,10,October
Sourh Korea,2023M10,1171.0,2023,10,October
Switzherland,2023M10,2286.0,2023,10,October
Sweden,2023M10,3126.0,2023,10,October
Taiwan,2023M10,2076.0,2023,10,October
Germany,2023M10,9619.0,2023,10,October
Other Countries,2023M10,27203.0,2023,10,October
Total Passengers,2023M11,193788.0,2023,11,November
Iceland,2023M11,45378.0,2023,11,November
Foreigners,2023M11,148410.0,2023,11,November
Austria,2023M11,742.0,2023,11,November
Australia / New Zealand,2023M11,1840.0,2023,11,November
U.S.A.,2023M11,32205.0,2023,11,November
Belgium,2023M11,1461.0,2023,11,November
U.K.,2023M11,38042.0,2023,11,November
Denmark,2023M11,2636.0,2023,11,November
Estonia / Latvia / Lithuania,2023M11,2095.0,2023,11,November
Finland,2023M11,526.0,2023,11,November
France,2023M11,4445.0,2023,11,November
Netherlands,2023M11,2543.0,2023,11,November
Hong Kong,2023M11,734.0,2023,11,November
India,2023M11,1770.0,2023,11,November
Ireland,2023M11,1909.0,2023,11,November
Israel,2023M11,39.0,2023,11,November
Italy,2023M11,5303.0,2023,11,November
Japan,2023M11,858.0,2023,11,November
Canada,2023M11,3293.0,2023,11,November
China,2023M11,3687.0,2023,11,November
Norway,2023M11,904.0,2023,11,November
Poland,2023M11,9192.0,2023,11,November
Russia,2023M11,100.0,2023,11,November
Singapore,2023M11,1956.0,2023,11,November
Spain,2023M11,4747.0,2023,11,November
Sourh Korea,2023M11,1105.0,2023,11,November
Switzherland,2023M11,928.0,2023,11,November
Sweden,2023M11,1407.0,2023,11,November
Taiwan,2023M11,1763.0,2023,11,November
Germany,2023M11,4785.0,2023,11,November
Other Countries,2023M11,17395.0,2023,11,November
Total Passengers,2023M12,172990.0,2023,12,December
Iceland,2023M12,37291.0,2023,12,December
Foreigners,2023M12,135699.0,2023,12,December
Austria,2023M12,451.0,2023,12,December
Australia / New Zealand,2023M12,1898.0,2023,12,December
U.S.A.,2023M12,24627.0,2023,12,December
Belgium,2023M12,368.0,2023,12,December
U.K.,2023M12,33797.0,2023,12,December
Denmark,2023M12,2274.0,2023,12,December
Estonia / Latvia / Lithuania,2023M12,3712.0,2023,12,December
Finland,2023M12,376.0,2023,12,December
France,2023M12,3862.0,2023,12,December
Netherlands,2023M12,3494.0,2023,12,December
Hong Kong,2023M12,677.0,2023,12,December
India,2023M12,1371.0,2023,12,December
Ireland,2023M12,1605.0,2023,12,December
Israel,2023M12,134.0,2023,12,December
Italy,2023M12,4146.0,2023,12,December
Japan,2023M12,995.0,2023,12,December
Canada,2023M12,2232.0,2023,12,December
China,2023M12,7340.0,2023,12,December
Norway,2023M12,869.0,2023,12,December
Poland,2023M12,11101.0,2023,12,December
Russia,2023M12,84.0,2023,12,December
Singapore,2023M12,1028.0,2023,12,December
Spain,2023M12,3553.0,2023,12,December
Sourh Korea,2023M12,1881.0,2023,12,December
Switzherland,2023M12,761.0,2023,12,December
Sweden,2023M12,1296.0,2023,12,December
Taiwan,2023M12,1062.0,2023,12,December
Germany,2023M12,4046.0,2023,12,December
Other Countries,2023M12,16659.0,2023,12,December
Total Passengers,2024M01,167683.0,2024,1,January
Iceland,2024M01,39622.0,2024,1,January
Foreigners,2024M01,128061.0,2024,1,January
Austria,2024M01,393.0,2024,1,January
Australia / New Zealand,2024M01,2558.0,2024,1,January
U.S.A.,2024M01,27109.0,2024,1,January
Belgium,2024M01,543.0,2024,1,January
U.K.,2024M01,29299.0,2024,1,January
Denmark,2024M01,2976.0,2024,1,January
Estonia / Latvia / Lithuania,2024M01,1137.0,2024,1,January
Finland,2024M01,585.0,2024,1,January
France,2024M01,4940.0,2024,1,January
Netherlands,2024M01,6378.0,2024,1,January
Hong Kong,2024M01,744.0,2024,1,January
India,2024M01,577.0,2024,1,January
Ireland,2024M01,1989.0,2024,1,January
Israel,2024M01,25.0,2024,1,January
Italy,2024M01,5392.0,2024,1,January
Japan,2024M01,886.0,2024,1,January
Canada,2024M01,2240.0,2024,1,January
China,2024M01,6077.0,2024,1,January
Norway,2024M01,1605.0,2024,1,January
Poland,2024M01,5325.0,2024,1,January
Russia,2024M01,92.0,2024,1,January
Singapore,2024M01,401.0,2024,1,January
Spain,2024M01,3243.0,2024,1,January
Sourh Korea,2024M01,1120.0,2024,1,January
Switzherland,2024M01,1371.0,2024,1,January
Sweden,2024M01,894.0,2024,1,January
Taiwan,2024M01,953.0,2024,1,January
Germany,2024M01,8058.0,2024,1,January
Other Countries,2024M01,11151.0,2024,1,January
Total Passengers,2024M02,193125.0,2024,2,February
Iceland,2024M02,37415.0,2024,2,February
Foreigners,2024M02,155710.0,2024,2,February
Austria,2024M02,836.0,2024,2,February
Australia / New Zealand,2024M02,1215.0,2024,2,February
U.S.A.,2024M02,26250.0,2024,2,February
Belgium,2024M02,1164.0,2024,2,February
U.K.,2024M02,48426.0,2024,2,February
Denmark,2024M02,4953.0,2024,2,February
Estonia / Latvia / Lithuania,2024M02,735.0,2024,2,February
Finland,2024M02,524.0,2024,2,February
France,2024M02,6655.0,2024,2,February
Netherlands,2024M02,7921.0,2024,2,February
Hong Kong,2024M02,844.0,2024,2,February
India,2024M02,909.0,2024,2,February
Ireland,2024M02,1731.0,2024,2,February
Israel,2024M02,138.0,2024,2,February
Italy,2024M02,3797.0,2024,2,February
Japan,2024M02,866.0,2024,2,February
Canada,2024M02,3717.0,2024,2,February
China,2024M02,10874.0,2024,2,February
Norway,2024M02,916.0,2024,2,February
Poland,2024M02,4786.0,2024,2,February
Russia,2024M02,145.0,2024,2,February
Singapore,2024M02,647.0,2024,2,February
Spain,2024M02,2858.0,2024,2,February
Sourh Korea,2024M02,1164.0,2024,2,February
Switzherland,2024M02,1477.0,2024,2,February
Sweden,2024M02,633.0,2024,2,February
Taiwan,2024M02,1586.0,2024,2,February
Germany,2024M02,6793.0,2024,2,February
Other Countries,2024M02,13150.0,2024,2,February
Total Passengers,2024M03,229705.0,2024,3,March
Iceland,2024M03,57736.0,2024,3,March
Foreigners,2024M03,171969.0,2024,3,March
Austria,2024M03,1188.0,2024,3,March
Australia / New Zealand,2024M03,1558.0,2024,3,March
U.S.A.,2024M03,38417.0,2024,3,March
Belgium,2024M03,1487.0,2024,3,March
U.K.,2024M03,35002.0,2024,3,March
Denmark,2024M03,4646.0,2024,3,March
Estonia / Latvia / Lithuania,2024M03,2946.0,2024,3,March
Finland,2024M03,704.0,2024,3,March
France,2024M03,8432.0,2024,3,March
Netherlands,2024M03,4938.0,2024,3,March
Hong Kong,2024M03,1018.0,2024,3,March
India,2024M03,2199.0,2024,3,March
Ireland,2024M03,1864.0,2024,3,March
Israel,2024M03,384.0,2024,3,March
Italy,2024M03,8489.0,2024,3,March
Japan,2024M03,875.0,2024,3,March
Canada,2024M03,3565.0,2024,3,March
China,2024M03,7827.0,2024,3,March
Norway,2024M03,975.0,2024,3,March
Poland,2024M03,5436.0,2024,3,March
Russia,2024M03,157.0,2024,3,March
Singapore,2024M03,840.0,2024,3,March
Spain,2024M03,5166.0,2024,3,March
Sourh Korea,2024M03,1480.0,2024,3,March
Switzherland,2024M03,1174.0,2024,3,March
Sweden,2024M03,1217.0,2024,3,March
Taiwan,2024M03,1921.0,2024,3,March
Germany,2024M03,8183.0,2024,3,March
Other Countries,2024M03,19881.0,2024,3,March
Total Passengers,2024M04,182232.0,2024,4,April
Iceland,2024M04,45022.0,2024,4,April
Foreigners,2024M04,137210.0,2024,4,April
Austria,2024M04,1055.0,2024,4,April
Australia / New Zealand,2024M04,1737.0,2024,4,April
U.S.A.,2024M04,32405.0,2024,4,April
Belgium,2024M04,388.0,2024,4,April
U.K.,2024M04,16026.0,2024,4,April
Denmark,2024M04,5926.0,2024,4,April
Estonia / Latvia / Lithuania,2024M04,1786.0,2024,4,April
Finland,2024M04,2183.0,2024,4,April
France,2024M04,7103.0,2024,4,April
Netherlands,2024M04,3036.0,2024,4,April
Hong Kong,2024M04,510.0,2024,4,April
India,2024M04,1403.0,2024,4,April
Ireland,2024M04,1261.0,2024,4,April
Israel,2024M04,255.0,2024,4,April
Italy,2024M04,6451.0,2024,4,April
Japan,2024M04,348.0,2024,4,April
Canada,2024M04,4577.0,2024,4,April
China,2024M04,4366.0,2024,4,April
Norway,2024M04,1938.0,2024,4,April
Poland,2024M04,8364.0,2024,4,April
Russia,2024M04,147.0,2024,4,April
Singapore,2024M04,456.0,2024,4,April
Spain,2024M04,5523.0,2024,4,April
Sourh Korea,2024M04,432.0,2024,4,April
Switzherland,2024M04,1437.0,2024,4,April
Sweden,2024M04,1722.0,2024,4,April
Taiwan,2024M04,1055.0,2024,4,April
