Country,YearMonth,Passengers,Year,Month_num,Month
Sweden,2008M07,4646.0,2008,7,July
Germany,2008M07,11047.0,2008,7,July
Other Countries,2008M07,14780.0,2008,7,July
Total Passengers,2008M08,123511.0,2008,8,August
Iceland,2008M08,39544.0,2008,8,August
Foreigners,2008M08,83967.0,2008,8,August
U.S.A.,2008M08,6892.0,2008,8,August
U.K.,2008M08,8685.0,2008,8,August
Denmark,2008M08,5370.0,2008,8,August
Finland,2008M08,1230.0,2008,8,August
France,2008M08,7232.0,2008,8,August
Netherlands,2008M08,3841.0,2008,8,August
Italy,2008M08,4212.0,2008,8,August
Japan,2008M08,844.0,2008,8,August
Canada,2008M08,2388.0,2008,8,August
China,2008M08,684.0,2008,8,August
Norway,2008M08,3584.0,2008,8,August
Poland,2008M08,2638.0,2008,8,August
Spain,2008M08,4623.0,2008,8,August
Switzherland,2008M08,2214.0,2008,8,August
Sweden,2008M08,4123.0,2008,8,August
Germany,2008M08,10612.0,2008,8,August
Other Countries,2008M08,14795.0,2008,8,August
Total Passengers,2008M09,77494.0,2008,9,September
Iceland,2008M09,33587.0,2008,9,September
Foreigners,2008M09,43907.0,2008,9,September
U.S.A.,2008M09,3784.0,2008,9,September
U.K.,2008M09,6812.0,2008,9,September
Denmark,2008M09,4123.0,2008,9,September
Finland,2008M09,1204.0,2008,9,September
France,2008M09,1708.0,2008,9,September
Netherlands,2008M09,1629.0,2008,9,September
Italy,2008M09,874.0,2008,9,September
Japan,2008M09,538.0,2008,9,September
Canada,2008M09,1276.0,2008,9,September
China,2008M09,425.0,2008,9,September
Norway,2008M09,3897.0,2008,9,September
Poland,2008M09,1703.0,2008,9,September
Spain,2008M09,1054.0,2008,9,September
Switzherland,2008M09,598.0,2008,9,September
Sweden,2008M09,3337.0,2008,9,September
Germany,2008M09,5025.0,2008,9,September
Other Countries,2008M09,5920.0,2008,9,September
Total Passengers,2008M10,61813.0,2008,10,October
Iceland,2008M10,28987.0,2008,10,October
Foreigners,2008M10,32826.0,2008,10,October
U.S.A.,2008M10,2535.0,2008,10,October
U.K.,2008M10,6377.0,2008,10,October
Denmark,2008M10,2909.0,2008,10,October
Finland,2008M10,995.0,2008,10,October
France,2008M10,850.0,2008,10,October
Netherlands,2008M10,1191.0,2008,10,October
Italy,2008M10,312.0,2008,10,October
Japan,2008M10,455.0,2008,10,October
Canada,2008M10,967.0,2008,10,October
China,2008M10,555.0,2008,10,October
Norway,2008M10,3520.0,2008,10,October
Poland,2008M10,1445.0,2008,10,October
Spain,2008M10,457.0,2008,10,October
Switzherland,2008M10,214.0,2008,10,October
Sweden,2008M10,2946.0,2008,10,October
Germany,2008M10,1865.0,2008,10,October
Other Countries,2008M10,5233.0,2008,10,October
Total Passengers,2008M11,41275.0,2008,11,November
Iceland,2008M11,16899.0,2008,11,November
Foreigners,2008M11,24376.0,2008,11,November
U.S.A.,2008M11,2042.0,2008,11,November
U.K.,2008M11,4957.0,2008,11,November
Denmark,2008M11,2391.0,2008,11,November
Finland,2008M11,468.0,2008,11,November
France,2008M11,804.0,2008,11,November
Netherlands,2008M11,895.0,2008,11,November
Italy,2008M11,183.0,2008,11,November
Japan,2008M11,468.0,2008,11,November
Canada,2008M11,225.0,2008,11,November
China,2008M11,359.0,2008,11,November
Norway,2008M11,2392.0,2008,11,November
Poland,2008M11,1254.0,2008,11,November
Spain,2008M11,147.0,2008,11,November
Switzherland,2008M11,100.0,2008,11,November
Sweden,2008M11,1857.0,2008,11,November
Germany,2008M11,1201.0,2008,11,November
Other Countries,2008M11,4633.0,2008,11,November
Total Passengers,2008M12,37614.0,2008,12,December
Iceland,2008M12,15592.0,2008,12,December
Foreigners,2008M12,22022.0,2008,12,December
U.S.A.,2008M12,1708.0,2008,12,December
U.K.,2008M12,3553.0,2008,12,December
Denmark,2008M12,1869.0,2008,12,December
Finland,2008M12,335.0,2008,12,December
France,2008M12,779.0,2008,12,December
Netherlands,2008M12,688.0,2008,12,December
Italy,2008M12,192.0,2008,12,December
Japan,2008M12,726.0,2008,12,December
Canada,2008M12,191.0,2008,12,December
China,2008M12,301.0,2008,12,December
Norway,2008M12,1686.0,2008,12,December
Poland,2008M12,3341.0,2008,12,December
Spain,2008M12,171.0,2008,12,December
Switzherland,2008M12,113.0,2008,12,December
Sweden,2008M12,1464.0,2008,12,December
Germany,2008M12,1272.0,2008,12,December
Other Countries,2008M12,3633.0,2008,12,December
Total Passengers,2009M01,38551.0,2009,1,January
Iceland,2009M01,18566.0,2009,1,January
Foreigners,2009M01,19985.0,2009,1,January
U.S.A.,2009M01,2386.0,2009,1,January
U.K.,2009M01,3865.0,2009,1,January
Denmark,2009M01,1910.0,2009,1,January
Finland,2009M01,316.0,2009,1,January
France,2009M01,914.0,2009,1,January
Netherlands,2009M01,559.0,2009,1,January
Italy,2009M01,266.0,2009,1,January
Japan,2009M01,971.0,2009,1,January
Canada,2009M01,191.0,2009,1,January
China,2009M01,150.0,2009,1,January
Norway,2009M01,1431.0,2009,1,January
Poland,2009M01,686.0,2009,1,January
Spain,2009M01,221.0,2009,1,January
Switzherland,2009M01,268.0,2009,1,January
Sweden,2009M01,1440.0,2009,1,January
Germany,2009M01,1482.0,2009,1,January
Other Countries,2009M01,2929.0,2009,1,January
Total Passengers,2009M02,33531.0,2009,2,February
Iceland,2009M02,15255.0,2009,2,February
Foreigners,2009M02,18276.0,2009,2,February
U.S.A.,2009M02,1756.0,2009,2,February
U.K.,2009M02,4881.0,2009,2,February
Denmark,2009M02,1885.0,2009,2,February
Finland,2009M02,322.0,2009,2,February
France,2009M02,818.0,2009,2,February
Netherlands,2009M02,680.0,2009,2,February
Italy,2009M02,116.0,2009,2,February
Japan,2009M02,588.0,2009,2,February
Canada,2009M02,151.0,2009,2,February
China,2009M02,116.0,2009,2,February
Norway,2009M02,1746.0,2009,2,February
Poland,2009M02,536.0,2009,2,February
Spain,2009M02,116.0,2009,2,February
Switzherland,2009M02,123.0,2009,2,February
Sweden,2009M02,1166.0,2009,2,February
Germany,2009M02,1212.0,2009,2,February
Other Countries,2009M02,2064.0,2009,2,February
Total Passengers,2009M03,41306.0,2009,3,March
Iceland,2009M03,17609.0,2009,3,March
Foreigners,2009M03,23697.0,2009,3,March
U.S.A.,2009M03,2693.0,2009,3,March
U.K.,2009M03,5197.0,2009,3,March
Denmark,2009M03,2460.0,2009,3,March
Finland,2009M03,421.0,2009,3,March
France,2009M03,1070.0,2009,3,March
Netherlands,2009M03,1158.0,2009,3,March
Italy,2009M03,228.0,2009,3,March
Japan,2009M03,673.0,2009,3,March
Canada,2009M03,195.0,2009,3,March
China,2009M03,164.0,2009,3,March
Norway,2009M03,2383.0,2009,3,March
Poland,2009M03,682.0,2009,3,March
Spain,2009M03,172.0,2009,3,March
Switzherland,2009M03,114.0,2009,3,March
Sweden,2009M03,1720.0,2009,3,March
Germany,2009M03,1778.0,2009,3,March
Other Countries,2009M03,2589.0,2009,3,March
Total Passengers,2009M04,52155.0,2009,4,April
Iceland,2009M04,24370.0,2009,4,April
Foreigners,2009M04,27785.0,2009,4,April
U.S.A.,2009M04,2105.0,2009,4,April
U.K.,2009M04,5794.0,2009,4,April
Denmark,2009M04,3053.0,2009,4,April
Finland,2009M04,644.0,2009,4,April
France,2009M04,1382.0,2009,4,April
Netherlands,2009M04,1020.0,2009,4,April
Italy,2009M04,290.0,2009,4,April
Japan,2009M04,282.0,2009,4,April
Canada,2009M04,640.0,2009,4,April
China,2009M04,242.0,2009,4,April
Norway,2009M04,2757.0,2009,4,April
Poland,2009M04,969.0,2009,4,April
Spain,2009M04,380.0,2009,4,April
Switzherland,2009M04,230.0,2009,4,April
Sweden,2009M04,2733.0,2009,4,April
Germany,2009M04,2017.0,2009,4,April
Other Countries,2009M04,3247.0,2009,4,April
Total Passengers,2009M05,57043.0,2009,5,May
Iceland,2009M05,22406.0,2009,5,May
Foreigners,2009M05,34637.0,2009,5,May
U.S.A.,2009M05,3625.0,2009,5,May
U.K.,2009M05,4324.0,2009,5,May
Denmark,2009M05,3345.0,2009,5,May
Finland,2009M05,1376.0,2009,5,May
France,2009M05,1775.0,2009,5,May
Netherlands,2009M05,1621.0,2009,5,May
Italy,2009M05,371.0,2009,5,May
Japan,2009M05,306.0,2009,5,May
Canada,2009M05,948.0,2009,5,May
China,2009M05,362.0,2009,5,May
Norway,2009M05,3843.0,2009,5,May
Poland,2009M05,1142.0,2009,5,May
Spain,2009M05,366.0,2009,5,May
Switzherland,2009M05,341.0,2009,5,May
Sweden,2009M05,3544.0,2009,5,May
Germany,2009M05,2996.0,2009,5,May
Other Countries,2009M05,4352.0,2009,5,May
Total Passengers,2009M06,81252.0,2009,6,June
Iceland,2009M06,26763.0,2009,6,June
Foreigners,2009M06,54489.0,2009,6,June
U.S.A.,2009M06,6024.0,2009,6,June
U.K.,2009M06,4377.0,2009,6,June
Denmark,2009M06,4363.0,2009,6,June
Finland,2009M06,1617.0,2009,6,June
France,2009M06,3086.0,2009,6,June
Netherlands,2009M06,3034.0,2009,6,June
Italy,2009M06,1284.0,2009,6,June
Japan,2009M06,558.0,2009,6,June
Canada,2009M06,1606.0,2009,6,June
China,2009M06,822.0,2009,6,June
Norway,2009M06,3967.0,2009,6,June
Poland,2009M06,2194.0,2009,6,June
Spain,2009M06,893.0,2009,6,June
Switzherland,2009M06,1030.0,2009,6,June
Sweden,2009M06,3521.0,2009,6,June
Germany,2009M06,7317.0,2009,6,June
Other Countries,2009M06,8796.0,2009,6,June
Total Passengers,2009M07,105344.0,2009,7,July
Iceland,2009M07,23124.0,2009,7,July
Foreigners,2009M07,82220.0,2009,7,July
U.S.A.,2009M07,6422.0,2009,7,July
U.K.,2009M07,6319.0,2009,7,July
Denmark,2009M07,7787.0,2009,7,July
Finland,2009M07,2159.0,2009,7,July
France,2009M07,6327.0,2009,7,July
Netherlands,2009M07,2825.0,2009,7,July
Italy,2009M07,2709.0,2009,7,July
Japan,2009M07,779.0,2009,7,July
Canada,2009M07,2347.0,2009,7,July
China,2009M07,730.0,2009,7,July
Norway,2009M07,4818.0,2009,7,July
Poland,2009M07,2502.0,2009,7,July
Spain,2009M07,3021.0,2009,7,July
Switzherland,2009M07,2694.0,2009,7,July
Sweden,2009M07,4562.0,2009,7,July
Germany,2009M07,11619.0,2009,7,July
Other Countries,2009M07,14600.0,2009,7,July
Total Passengers,2009M08,116373.0,2009,8,August
Iceland,2009M08,24352.0,2009,8,August
Foreigners,2009M08,92021.0,2009,8,August
U.S.A.,2009M08,7329.0,2009,8,August
U.K.,2009M08,7208.0,2009,8,August
Denmark,2009M08,6058.0,2009,8,August
Finland,2009M08,1824.0,2009,8,August
France,2009M08,8824.0,2009,8,August
Netherlands,2009M08,3523.0,2009,8,August
Italy,2009M08,5895.0,2009,8,August
Japan,2009M08,801.0,2009,8,August
Canada,2009M08,2528.0,2009,8,August
China,2009M08,1122.0,2009,8,August
Norway,2009M08,4149.0,2009,8,August
Poland,2009M08,1686.0,2009,8,August
Spain,2009M08,6499.0,2009,8,August
Switzherland,2009M08,2826.0,2009,8,August
Sweden,2009M08,4111.0,2009,8,August
Germany,2009M08,14330.0,2009,8,August
Other Countries,2009M08,13308.0,2009,8,August
Total Passengers,2009M09,64151.0,2009,9,September
Iceland,2009M09,21688.0,2009,9,September
Foreigners,2009M09,42463.0,2009,9,September
U.S.A.,2009M09,4721.0,2009,9,September
U.K.,2009M09,4845.0,2009,9,September
Denmark,2009M09,3451.0,2009,9,September
Finland,2009M09,1077.0,2009,9,September
France,2009M09,2249.0,2009,9,September
Netherlands,2009M09,1837.0,2009,9,September
Italy,2009M09,817.0,2009,9,September
Japan,2009M09,591.0,2009,9,September
Canada,2009M09,1484.0,2009,9,September
China,2009M09,599.0,2009,9,September
Norway,2009M09,4341.0,2009,9,September
Poland,2009M09,832.0,2009,9,September
Spain,2009M09,1167.0,2009,9,September
Switzherland,2009M09,582.0,2009,9,September
Sweden,2009M09,3290.0,2009,9,September
Germany,2009M09,5375.0,2009,9,September
Other Countries,2009M09,5205.0,2009,9,September
Total Passengers,2009M10,55129.0,2009,10,October
Iceland,2009M10,24758.0,2009,10,October
Foreigners,2009M10,30371.0,2009,10,October
U.S.A.,2009M10,2946.0,2009,10,October
U.K.,2009M10,6088.0,2009,10,October
Denmark,2009M10,3024.0,2009,10,October
Finland,2009M10,1163.0,2009,10,October
France,2009M10,889.0,2009,10,October
Netherlands,2009M10,1312.0,2009,10,October
Italy,2009M10,275.0,2009,10,October
Japan,2009M10,491.0,2009,10,October
Canada,2009M10,558.0,2009,10,October
China,2009M10,532.0,2009,10,October
Norway,2009M10,3480.0,2009,10,October
Poland,2009M10,787.0,2009,10,October
Spain,2009M10,540.0,2009,10,October
Switzherland,2009M10,198.0,2009,10,October
Sweden,2009M10,2511.0,2009,10,October
Germany,2009M10,1726.0,2009,10,October
Other Countries,2009M10,3851.0,2009,10,October
Total Passengers,2009M11,40598.0,2009,11,November
Iceland,2009M11,19521.0,2009,11,November
Foreigners,2009M11,21077.0,2009,11,November
U.S.A.,2009M11,2404.0,2009,11,November
U.K.,2009M11,5017.0,2009,11,November
Denmark,2009M11,1640.0,2009,11,November
Finland,2009M11,399.0,2009,11,November
France,2009M11,746.0,2009,11,November
Netherlands,2009M11,943.0,2009,11,November
Italy,2009M11,197.0,2009,11,November
Japan,2009M11,457.0,2009,11,November
Canada,2009M11,223.0,2009,11,November
China,2009M11,235.0,2009,11,November
Norway,2009M11,2433.0,2009,11,November
Poland,2009M11,535.0,2009,11,November
Spain,2009M11,207.0,2009,11,November
Switzherland,2009M11,84.0,2009,11,November
Sweden,2009M11,1849.0,2009,11,November
Germany,2009M11,1108.0,2009,11,November
Other Countries,2009M11,2600.0,2009,11,November
Total Passengers,2009M12,33640.0,2009,12,December
Iceland,2009M12,16125.0,2009,12,December
Foreigners,2009M12,17515.0,2009,12,December
U.S.A.,2009M12,1498.0,2009,12,December
U.K.,2009M12,3704.0,2009,12,December
Denmark,2009M12,1294.0,2009,12,December
Finland,2009M12,248.0,2009,12,December
France,2009M12,738.0,2009,12,December
Netherlands,2009M12,750.0,2009,12,December
Italy,2009M12,197.0,2009,12,December
Japan,2009M12,551.0,2009,12,December
Canada,2009M12,192.0,2009,12,December
China,2009M12,294.0,2009,12,December
Norway,2009M12,1137.0,2009,12,December
Poland,2009M12,1789.0,2009,12,December
Spain,2009M12,189.0,2009,12,December
Switzherland,2009M12,156.0,2009,12,December
Sweden,2009M12,974.0,2009,12,December
Germany,2009M12,919.0,2009,12,December
Other Countries,2009M12,2885.0,2009,12,December
Total Passengers,2010M01,38726.0,2010,1,January
Iceland,2010M01,19944.0,2010,1,January
Foreigners,2010M01,18782.0,2010,1,January
U.S.A.,2010M01,2077.0,2010,1,January
U.K.,2010M01,4312.0,2010,1,January
Denmark,2010M01,1232.0,2010,1,January
Finland,2010M01,275.0,2010,1,January
France,2010M01,796.0,2010,1,January
Netherlands,2010M01,669.0,2010,1,January
Italy,2010M01,252.0,2010,1,January
Japan,2010M01,767.0,2010,1,January
Canada,2010M01,241.0,2010,1,January
China,2010M01,226.0,2010,1,January
Norway,2010M01,1489.0,2010,1,January
Poland,2010M01,503.0,2010,1,January
Russia,2010M01,165.0,2010,1,January
Spain,2010M01,201.0,2010,1,January
Switzherland,2010M01,229.0,2010,1,January
Sweden,2010M01,1525.0,2010,1,January
Germany,2010M01,1374.0,2010,1,January
Other Countries,2010M01,2449.0,2010,1,January
Total Passengers,2010M02,37292.0,2010,2,February
Iceland,2010M02,16999.0,2010,2,February
Foreigners,2010M02,20293.0,2010,2,February
U.S.A.,2010M02,2186.0,2010,2,February
U.K.,2010M02,6116.0,2010,2,February
Denmark,2010M02,1418.0,2010,2,February
Finland,2010M02,268.0,2010,2,February
France,2010M02,884.0,2010,2,February
Netherlands,2010M02,839.0,2010,2,February
Italy,2010M02,206.0,2010,2,February
Japan,2010M02,751.0,2010,2,February
Canada,2010M02,237.0,2010,2,February
China,2010M02,180.0,2010,2,February
Norway,2010M02,1618.0,2010,2,February
Poland,2010M02,397.0,2010,2,February
Russia,2010M02,99.0,2010,2,February
Spain,2010M02,175.0,2010,2,February
Switzherland,2010M02,186.0,2010,2,February
Sweden,2010M02,1247.0,2010,2,February
Germany,2010M02,1263.0,2010,2,February
Other Countries,2010M02,2223.0,2010,2,February
Total Passengers,2010M03,48812.0,2010,3,March
Iceland,2010M03,22413.0,2010,3,March
Foreigners,2010M03,26399.0,2010,3,March
U.S.A.,2010M03,3035.0,2010,3,March
U.K.,2010M03,6544.0,2010,3,March
Denmark,2010M03,2274.0,2010,3,March
Finland,2010M03,530.0,2010,3,March
France,2010M03,1604.0,2010,3,March
Netherlands,2010M03,1188.0,2010,3,March
Italy,2010M03,237.0,2010,3,March
Japan,2010M03,695.0,2010,3,March
Canada,2010M03,260.0,2010,3,March
China,2010M03,162.0,2010,3,March
Norway,2010M03,2494.0,2010,3,March
Poland,2010M03,658.0,2010,3,March
Russia,2010M03,55.0,2010,3,March
Spain,2010M03,284.0,2010,3,March
Switzherland,2010M03,157.0,2010,3,March
Sweden,2010M03,1614.0,2010,3,March
Germany,2010M03,1530.0,2010,3,March
Other Countries,2010M03,3078.0,2010,3,March
Total Passengers,2010M04,42197.0,2010,4,April
Iceland,2010M04,19110.0,2010,4,April
Foreigners,2010M04,23087.0,2010,4,April
U.S.A.,2010M04,2117.0,2010,4,April
U.K.,2010M04,5286.0,2010,4,April
Denmark,2010M04,1971.0,2010,4,April
Finland,2010M04,926.0,2010,4,April
France,2010M04,1141.0,2010,4,April
Netherlands,2010M04,821.0,2010,4,April
Italy,2010M04,211.0,2010,4,April
Japan,2010M04,258.0,2010,4,April
Canada,2010M04,234.0,2010,4,April
China,2010M04,189.0,2010,4,April
Norway,2010M04,2066.0,2010,4,April
Poland,2010M04,632.0,2010,4,April
Russia,2010M04,47.0,2010,4,April
Spain,2010M04,509.0,2010,4,April
Switzherland,2010M04,175.0,2010,4,April
Sweden,2010M04,1773.0,2010,4,April
Germany,2010M04,1565.0,2010,4,April
Other Countries,2010M04,3166.0,2010,4,April
Total Passengers,2010M05,51566.0,2010,5,May
Iceland,2010M05,23268.0,2010,5,May
Foreigners,2010M05,28298.0,2010,5,May
U.S.A.,2010M05,3470.0,2010,5,May
U.K.,2010M05,3137.0,2010,5,May
Denmark,2010M05,2841.0,2010,5,May
Finland,2010M05,842.0,2010,5,May
France,2010M05,1457.0,2010,5,May
Netherlands,2010M05,1467.0,2010,5,May
Italy,2010M05,299.0,2010,5,May
Japan,2010M05,184.0,2010,5,May
Canada,2010M05,887.0,2010,5,May
China,2010M05,269.0,2010,5,May
Norway,2010M05,3141.0,2010,5,May
Poland,2010M05,772.0,2010,5,May
Russia,2010M05,111.0,2010,5,May
Spain,2010M05,327.0,2010,5,May
Switzherland,2010M05,305.0,2010,5,May
Sweden,2010M05,2362.0,2010,5,May
Germany,2010M05,2816.0,2010,5,May
Other Countries,2010M05,3611.0,2010,5,May
Total Passengers,2010M06,85127.0,2010,6,June
Iceland,2010M06,30736.0,2010,6,June
Foreigners,2010M06,54391.0,2010,6,June
U.S.A.,2010M06,7257.0,2010,6,June
U.K.,2010M06,4051.0,2010,6,June
Denmark,2010M06,4259.0,2010,6,June
Finland,2010M06,1459.0,2010,6,June
France,2010M06,3365.0,2010,6,June
Netherlands,2010M06,1857.0,2010,6,June
Italy,2010M06,925.0,2010,6,June
Japan,2010M06,335.0,2010,6,June
Canada,2010M06,2111.0,2010,6,June
China,2010M06,800.0,2010,6,June
Norway,2010M06,4276.0,2010,6,June
Poland,2010M06,2317.0,2010,6,June
Russia,2010M06,129.0,2010,6,June
Spain,2010M06,761.0,2010,6,June
Switzherland,2010M06,1013.0,2010,6,June
Sweden,2010M06,3092.0,2010,6,June
Germany,2010M06,8412.0,2010,6,June
Other Countries,2010M06,7972.0,2010,6,June
Total Passengers,2010M07,111918.0,2010,7,July
Iceland,2010M07,28453.0,2010,7,July
Foreigners,2010M07,83465.0,2010,7,July
U.S.A.,2010M07,8128.0,2010,7,July
U.K.,2010M07,6222.0,2010,7,July
Denmark,2010M07,8058.0,2010,7,July
Finland,2010M07,1769.0,2010,7,July
France,2010M07,6400.0,2010,7,July
Netherlands,2010M07,2866.0,2010,7,July
Italy,2010M07,2112.0,2010,7,July
Japan,2010M07,340.0,2010,7,July
Canada,2010M07,2496.0,2010,7,July
China,2010M07,787.0,2010,7,July
Norway,2010M07,4781.0,2010,7,July
Poland,2010M07,2511.0,2010,7,July
Russia,2010M07,272.0,2010,7,July
Spain,2010M07,3023.0,2010,7,July
Switzherland,2010M07,3158.0,2010,7,July
Sweden,2010M07,4018.0,2010,7,July
Germany,2010M07,13306.0,2010,7,July
Other Countries,2010M07,13218.0,2010,7,July
Total Passengers,2010M08,119473.0,2010,8,August
Iceland,2010M08,29915.0,2010,8,August
Foreigners,2010M08,89558.0,2010,8,August
U.S.A.,2010M08,8363.0,2010,8,August
U.K.,2010M08,6383.0,2010,8,August
Denmark,2010M08,5804.0,2010,8,August
Finland,2010M08,1762.0,2010,8,August
France,2010M08,9103.0,2010,8,August
Netherlands,2010M08,3265.0,2010,8,August
Italy,2010M08,4149.0,2010,8,August
Japan,2010M08,557.0,2010,8,August
Canada,2010M08,2795.0,2010,8,August
China,2010M08,868.0,2010,8,August
Norway,2010M08,4822.0,2010,8,August
Poland,2010M08,1875.0,2010,8,August
Russia,2010M08,378.0,2010,8,August
Spain,2010M08,5257.0,2010,8,August
Switzherland,2010M08,2829.0,2010,8,August
Sweden,2010M08,4152.0,2010,8,August
Germany,2010M08,14414.0,2010,8,August
Other Countries,2010M08,12782.0,2010,8,August
Total Passengers,2010M09,68671.0,2010,9,September
Iceland,2010M09,27808.0,2010,9,September
Foreigners,2010M09,40863.0,2010,9,September
U.S.A.,2010M09,5629.0,2010,9,September
U.K.,2010M09,3749.0,2010,9,September
Denmark,2010M09,3602.0,2010,9,September
Finland,2010M09,1004.0,2010,9,September
France,2010M09,1728.0,2010,9,September
Netherlands,2010M09,1440.0,2010,9,September
Italy,2010M09,542.0,2010,9,September
Japan,2010M09,419.0,2010,9,September
Canada,2010M09,1981.0,2010,9,September
China,2010M09,624.0,2010,9,September
Norway,2010M09,4074.0,2010,9,September
Poland,2010M09,738.0,2010,9,September
Russia,2010M09,79.0,2010,9,September
Spain,2010M09,865.0,2010,9,September
Switzherland,2010M09,584.0,2010,9,September
Sweden,2010M09,2727.0,2010,9,September
Germany,2010M09,5200.0,2010,9,September
Other Countries,2010M09,5878.0,2010,9,September
Total Passengers,2010M10,64321.0,2010,10,October
Iceland,2010M10,30252.0,2010,10,October
Foreigners,2010M10,34069.0,2010,10,October
U.S.A.,2010M10,3844.0,2010,10,October
U.K.,2010M10,6545.0,2010,10,October
Denmark,2010M10,3405.0,2010,10,October
Finland,2010M10,1053.0,2010,10,October
France,2010M10,1127.0,2010,10,October
Netherlands,2010M10,1365.0,2010,10,October
Italy,2010M10,259.0,2010,10,October
Japan,2010M10,361.0,2010,10,October
Canada,2010M10,1505.0,2010,10,October
China,2010M10,486.0,2010,10,October
Norway,2010M10,3577.0,2010,10,October
Poland,2010M10,801.0,2010,10,October
Russia,2010M10,177.0,2010,10,October
Spain,2010M10,377.0,2010,10,October
Switzherland,2010M10,306.0,2010,10,October
Sweden,2010M10,2359.0,2010,10,October
Germany,2010M10,2294.0,2010,10,October
Other Countries,2010M10,4228.0,2010,10,October
Total Passengers,2010M11,45821.0,2010,11,November
Iceland,2010M11,24581.0,2010,11,November
Foreigners,2010M11,21240.0,2010,11,November
U.S.A.,2010M11,2806.0,2010,11,November
U.K.,2010M11,4229.0,2010,11,November
Denmark,2010M11,1720.0,2010,11,November
Finland,2010M11,618.0,2010,11,November
France,2010M11,844.0,2010,11,November
Netherlands,2010M11,891.0,2010,11,November
Italy,2010M11,260.0,2010,11,November
Japan,2010M11,393.0,2010,11,November
Canada,2010M11,339.0,2010,11,November
China,2010M11,297.0,2010,11,November
Norway,2010M11,2189.0,2010,11,November
Poland,2010M11,522.0,2010,11,November
Russia,2010M11,184.0,2010,11,November
Spain,2010M11,199.0,2010,11,November
Switzherland,2010M11,125.0,2010,11,November
Sweden,2010M11,1878.0,2010,11,November
Germany,2010M11,1191.0,2010,11,November
Other Countries,2010M11,2555.0,2010,11,November
Total Passengers,2010M12,39098.0,2010,12,December
Iceland,2010M12,20291.0,2010,12,December
Foreigners,2010M12,18807.0,2010,12,December
U.S.A.,2010M12,2254.0,2010,12,December
U.K.,2010M12,3752.0,2010,12,December
Denmark,2010M12,1555.0,2010,12,December
Finland,2010M12,506.0,2010,12,December
France,2010M12,806.0,2010,12,December
Netherlands,2010M12,613.0,2010,12,December
Italy,2010M12,240.0,2010,12,December
Japan,2010M12,520.0,2010,12,December
Canada,2010M12,361.0,2010,12,December
China,2010M12,306.0,2010,12,December
Norway,2010M12,1135.0,2010,12,December
Poland,2010M12,1527.0,2010,12,December
Russia,2010M12,59.0,2010,12,December
Spain,2010M12,259.0,2010,12,December
Switzherland,2010M12,96.0,2010,12,December
Sweden,2010M12,1197.0,2010,12,December
Germany,2010M12,1012.0,2010,12,December
Other Countries,2010M12,2609.0,2010,12,December
Total Passengers,2011M01,45036.0,2011,1,January
Iceland,2011M01,22774.0,2011,1,January
Foreigners,2011M01,22262.0,2011,1,January
U.S.A.,2011M01,2909.0,2011,1,January
U.K.,2011M01,4526.0,2011,1,January
Denmark,2011M01,1625.0,2011,1,January
Finland,2011M01,443.0,2011,1,January
France,2011M01,1451.0,2011,1,January
Netherlands,2011M01,698.0,2011,1,January
Italy,2011M01,301.0,2011,1,January
Japan,2011M01,835.0,2011,1,January
Canada,2011M01,352.0,2011,1,January
China,2011M01,183.0,2011,1,January
Norway,2011M01,1506.0,2011,1,January
Poland,2011M01,521.0,2011,1,January
Russia,2011M01,237.0,2011,1,January
Spain,2011M01,301.0,2011,1,January
Switzherland,2011M01,315.0,2011,1,January
Sweden,2011M01,2033.0,2011,1,January
Germany,2011M01,1538.0,2011,1,January
Other Countries,2011M01,2488.0,2011,1,January
Total Passengers,2011M02,42454.0,2011,2,February
Iceland,2011M02,19605.0,2011,2,February
Foreigners,2011M02,22849.0,2011,2,February
U.S.A.,2011M02,2900.0,2011,2,February
U.K.,2011M02,7033.0,2011,2,February
Denmark,2011M02,1472.0,2011,2,February
Finland,2011M02,228.0,2011,2,February
France,2011M02,1268.0,2011,2,February
Netherlands,2011M02,969.0,2011,2,February
Italy,2011M02,216.0,2011,2,February
Japan,2011M02,712.0,2011,2,February
Canada,2011M02,343.0,2011,2,February
China,2011M02,217.0,2011,2,February
Norway,2011M02,1799.0,2011,2,February
Poland,2011M02,475.0,2011,2,February
Russia,2011M02,81.0,2011,2,February
Spain,2011M02,258.0,2011,2,February
Switzherland,2011M02,152.0,2011,2,February
Sweden,2011M02,1185.0,2011,2,February
Germany,2011M02,1310.0,2011,2,February
Other Countries,2011M02,2231.0,2011,2,February
Total Passengers,2011M03,49265.0,2011,3,March
Iceland,2011M03,22641.0,2011,3,March
Foreigners,2011M03,26624.0,2011,3,March
U.S.A.,2011M03,3710.0,2011,3,March
U.K.,2011M03,5719.0,2011,3,March
Denmark,2011M03,2208.0,2011,3,March
Finland,2011M03,339.0,2011,3,March
France,2011M03,1582.0,2011,3,March
Netherlands,2011M03,1191.0,2011,3,March
Italy,2011M03,247.0,2011,3,March
Japan,2011M03,589.0,2011,3,March
Canada,2011M03,485.0,2011,3,March
China,2011M03,239.0,2011,3,March
Norway,2011M03,2289.0,2011,3,March
Poland,2011M03,421.0,2011,3,March
Russia,2011M03,94.0,2011,3,March
Spain,2011M03,410.0,2011,3,March
Switzherland,2011M03,170.0,2011,3,March
